id;codigo;descripcion;tipo;acabado;numero;vs;proveedor;longitud;ancho;alto;necesarias;stock;faltan;ped_min;emba;pedido;importe;qr;nombre;tipo_material;unidad;stock_actual;stock_minimo;ubicacion;imagen_referencia
1139;510.053.017;Remate central 1 Euro-Design Slide Bco-Tit Pres. 5,8 m.;;;;;;5.8;;;0;;0;0;;;0;QR-510.053.017;Material importado;Euro-Design Slide;unidad;;0;;
1140;510.053.060;Remate central 1 Euro-Design Slide Bco-Rob Pres. 5,8 m.;;;;;;5.8;;;0;;0;0;;;0;QR-510.053.060;Material importado;Euro-Design Slide;unidad;;0;;
1141;510.053.087;Remate central 1 Euro-Design Slide Bco-Qrz Pres. 5,8m.;;;;;;5.8;;;0;;0;0;;;0;QR-510.053.087;Material importado;Euro-Design Slide;unidad;;0;;
1142;510.053.084;Remate central 1 Euro-Design Slide Bco-Nut Pres. 5,8m.;;;;;;5.8;;;0;;0;0;;;0;QR-510.053.084;Material importado;Euro-Design Slide;unidad;;0;;
1143;510.053.048;Remate central 1 Euro-Design Slide Bco-Nog Pres. 5,8 m.;;;;;;5.8;;;0;;0;0;;;0;QR-510.053.048;Material importado;Euro-Design Slide;unidad;;0;;
1144;510.053.008;Remate central 1 Euro-Design Slide Bco-Negro M. Pres. 5,8 m.;;;;;;5.8;;;0;;0;0;;;0;QR-510.053.008;Material importado;Euro-Design Slide;unidad;;0;;
1145;510.053.001;Remate central 1 Euro-Design Slide Bco-Mon Pres. 5,8 m.;;;;;;5.8;;;0;;0;0;;;0;QR-510.053.001;Material importado;Euro-Design Slide;unidad;;0;;
1146;510.053.018;Remate central 1 Euro-Design Slide Bco-Hab Pres. 5,8 m.;;;;;;5.8;;;0;;0;0;;;0;QR-510.053.018;Material importado;Euro-Design Slide;unidad;;0;;
1147;510.053.091;Remate central 1 Euro-Design Slide Bco-Black S Pres. 5,8m.;;;;;;5.8;;;0;;0;0;;;0;QR-510.053.091;Material importado;Euro-Design Slide;unidad;;0;;
1148;571.213.080;Tapa remate central 7 High Design Slide Bco-Ant M Pres. 6 m.;;;;;;6.0;;;0;;0;0;;;0;QR-571.213.080;Material importado;Aluminio;unidad;;0;;
1149;571.213.081;Tapa remate central 7 High Design Slide Bco-Black S Pres. 6 m.;;;;;;6.0;;;0;;0;0;;;0;QR-571.213.081;Material importado;Aluminio;unidad;;0;;
1150;571.213.078;Tapa remate central 7 High Design Slide Bco-Nut Pres. 6 m.;;;;;;6.0;;;0;;0;0;;;0;QR-571.213.078;Material importado;Aluminio;unidad;;0;;
1151;571.213.079;Tapa remate central 7 High Design Slide Bco-Qrz Pres. 6 m.;;;;;;6.0;;;0;;0;0;;;0;QR-571.213.079;Material importado;Aluminio;unidad;;0;;
1152;320.084.001;Pieza estanqueidad 62 para marco 2 SA - 3 SA  High-Design Slide Blanco Pres. 200 u.;;;;;;;;;0;;0;0;;;0;QR-320.084.001;Material importado;Aluminio;unidad;;0;;
1153;320.084.003;Pieza estanqueidad 62 para marco 2 SA - 3 SA  High-Design Slide Marrón Pres. 200 u.;;;;;;;;;0;;0;0;;;0;QR-320.084.003;Material importado;Aluminio;unidad;;0;;
1154;320.084.005;Pieza estanqueidad 62 para marco 2 SA - 3 SA  High-Design Slide Negro Pres. 200 u.;;;;;;;;;0;;0;0;;;0;QR-320.084.005;Material importado;Aluminio;unidad;;0;;
1155;215.248.001;Pieza estanqueidad 62-1 para marco 3 SA High-Design Slide Blanco Pres. 200 u.;;;;;;;;;0;;0;0;;;0;QR-215.248.001;Material importado;Aluminio;unidad;;0;;
1156;215.248.003;Pieza estanqueidad 62-1 para marco 3 SA High-Design Slide Marrón Pres. 200 u.;;;;;;;;;0;;0;0;;;0;QR-215.248.003;Material importado;Aluminio;unidad;;0;;
1157;215.248.005;Pieza estanqueidad 62-1 para marco 3 SA High-Design Slide Negro Pres. 200 u.;;;;;;;;;0;;0;0;;;0;QR-215.248.005;Material importado;Aluminio;unidad;;0;;
1158;320.094.003;Rueda ajustable 4 (Máximo 90 kg por rueda) para hoja balconera SA High-Design Slide Pres. 4 u.;;;;;;;;;0;;0;0;;;0;QR-320.094.003;Material importado;Aluminio;unidad;;0;;
1159;320.078.001;Refuerzo 55x15/2 mm para marco 2 SA - 3 SA High-Design Slide Pres. 5,8 m.;Refuerzo;;;;;2.0;;;0;;0;0;;;0;QR-320.078.001;Material importado;Aluminio;unidad;;0;;
1160;320.077.001;Refuerzo 52x43x39/2 mm para hoja balconera SA High-Design Slide Pres. 5,8 m.;Refuerzo;;;;;2.0;;;0;;0;0;;;0;QR-320.077.001;Material importado;Aluminio;unidad;;0;;
1161;320.098.001;Refuerzo 52x43x39/3 mm para hoja balconera SA High-Design Slide Pres. 5,8 m.;Refuerzo;;;;;3.0;;;0;;0;0;;;0;QR-320.098.001;Material importado;Aluminio;unidad;;0;;
1162;536.570.474;Marco PULS SYNEGO Blanco Pres. 6,8 m.;Marco;;;;;6.8;;;0;;0;0;;;0;QR-536.570.474;Material importado;Synego;unidad;;0;;
1163;500.966.049;Marco PULS SYNEGO Bco-Rob/Rob Pres. 6,8 m.;Marco;Bco-Rob/Rob;;;;6.8;;;0;;0;0;;;0;QR-500.966.049;Material importado;Synego;unidad;;0;;
1164;500.966.050;Marco PULS SYNEGO Bco-Bco/Rob Pres. 6,8 m.;Marco;Bco-Bco/Rob;;;;6.8;;;0;;0;0;;;0;QR-500.966.050;Material importado;Synego;unidad;;0;;
1165;500.966.051;Marco PULS SYNEGO Bco-Rob/Bco Pres. 6,8 m.;Marco;Bco-Rob/Bco;;;;6.8;;;0;;0;0;;;0;QR-500.966.051;Material importado;Synego;unidad;;0;;
1166;500.966.046;Marco PULS SYNEGO Bco-Nog/Nog Pres. 6,8 m.;Marco;Bco-Nog/Nog;;;;6.8;;;0;;0;0;;;0;QR-500.966.046;Material importado;Synego;unidad;;0;;
1167;500.966.047;Marco PULS SYNEGO Bco-Bco/Nog Pres. 6,8 m.;Marco;Bco-Bco/Nog;;;;6.8;;;0;;0;0;;;0;QR-500.966.047;Material importado;Synego;unidad;;0;;
1168;500.966.048;Marco PULS SYNEGO Bco-Nog/Bco Pres. 6,8 m.;Marco;Bco-Nog/Bco;;;;6.8;;;0;;0;0;;;0;QR-500.966.048;Material importado;Synego;unidad;;0;;
1169;500.966.055;Marco PULS SYNEGO Bco-Ant L/Ant L Pres. 6,8 m.;Marco;;;;;6.8;;;0;;0;0;;;0;QR-500.966.055;Material importado;Synego;unidad;;0;;
1170;500.966.056;Marco PULS SYNEGO Bco-Bco/Ant L Pres. 6,8 m.;Marco;Bco-Bco/Ant;;;;6.8;;;0;;0;0;;;0;QR-500.966.056;Material importado;Synego;unidad;;0;;
1171;500.966.057;Marco PULS SYNEGO Bco-Ant L/Bco Pres. 6,8 m.;Marco;;;;;6.8;;;0;;0;0;;;0;QR-500.966.057;Material importado;Synego;unidad;;0;;
1172;500.966.052;Marco PULS SYNEGO Bco-B.Brow/B.Brow Pres. 6,8 m.;Marco;;;;;6.8;;;0;;0;0;;;0;QR-500.966.052;Material importado;Synego;unidad;;0;;
1173;500.966.053;Marco PULS SYNEGO Bco-Bco/B.Brow Pres. 6,8 m.;Marco;Bco-Bco/B;;;;6.8;;;0;;0;0;;;0;QR-500.966.053;Material importado;Synego;unidad;;0;;
1174;500.966.054;Marco PULS SYNEGO Bco-B.Brow/Bco Pres. 6,8 m.;Marco;;;;;6.8;;;0;;0;0;;;0;QR-500.966.054;Material importado;Synego;unidad;;0;;
1175;500.966.043;Marco PULS SYNEGO Bco-Win/Win Pres. 6,8 m.;Marco;Bco-Win/Win;;;;6.8;;;0;;0;0;;;0;QR-500.966.043;Material importado;Synego;unidad;;0;;
1176;500.966.044;Marco PULS SYNEGO Bco-Bco/Win Pres. 6,8 m.;Marco;Bco-Bco/Win;;;;6.8;;;0;;0;0;;;0;QR-500.966.044;Material importado;Synego;unidad;;0;;
1177;500.966.045;Marco PULS SYNEGO Bco-Win/Bco Pres. 6,8 m.;Marco;Bco-Win/Bco;;;;6.8;;;0;;0;0;;;0;QR-500.966.045;Material importado;Synego;unidad;;0;;
1178;500.966.009;Marco PULS SYNEGO Bco-Mon/Mon Pres. 6,8 m.;Marco;Bco-Mon/Mon;;;;6.8;;;0;;0;0;;;0;QR-500.966.009;Material importado;Synego;unidad;;0;;
1179;500.966.025;Marco PULS SYNEGO Bco-Bco/Mon Pres. 6,8 m.;Marco;Bco-Bco/Mon;;;;6.8;;;0;;0;0;;;0;QR-500.966.025;Material importado;Synego;unidad;;0;;
1180;500.966.040;Marco PULS SYNEGO Bco-Mon/Bco Pres. 6,8 m.;Marco;Bco-Mon/Bco;;;;6.8;;;0;;0;0;;;0;QR-500.966.040;Material importado;Synego;unidad;;0;;
1181;500.966.010;Marco PULS SYNEGO Bco-Negro M./Negro M. Pres. 6,8 m.;Marco;;;;;6.8;;;0;;0;0;;;0;QR-500.966.010;Material importado;Synego;unidad;;0;;
1182;500.966.024;Marco PULS SYNEGO Bco-Bco/Negro M. Pres. 6,8 m.;Marco;Bco-Bco/Negro;;;;6.8;;;0;;0;0;;;0;QR-500.966.024;Material importado;Synego;unidad;;0;;
1183;500.966.037;Marco PULS SYNEGO Bco-Negro M./Bco Pres. 6,8 m.;Marco;;;;;6.8;;;0;;0;0;;;0;QR-500.966.037;Material importado;Synego;unidad;;0;;
1184;500.966.014;Marco PULS SYNEGO Bco-Turn/Turn Pres. 6,8 m.;Marco;Bco-Turn/Turn;;;;6.8;;;0;;0;0;;;0;QR-500.966.014;Material importado;Synego;unidad;;0;;
1185;500.966.027;Marco PULS SYNEGO Bco-Bco/Turn Pres. 6,8 m.;Marco;Bco-Bco/Turn;;;;6.8;;;0;;0;0;;;0;QR-500.966.027;Material importado;Synego;unidad;;0;;
1186;500.966.039;Marco PULS SYNEGO Bco-Turn/Bco Pres. 6,8 m.;Marco;Bco-Turn/Bco;;;;6.8;;;0;;0;0;;;0;QR-500.966.039;Material importado;Synego;unidad;;0;;
1187;500.966.011;Marco PULS SYNEGO Bco-Scheff A./Scheff A. Pres. 6,8 m.;Marco;;;;;6.8;;;0;;0;0;;;0;QR-500.966.011;Material importado;Synego;unidad;;0;;
1188;500.966.026;Marco PULS SYNEGO Bco-Bco/Scheff A. Pres. 6,8 m.;Marco;Bco-Bco/Scheff;;;;6.8;;;0;;0;0;;;0;QR-500.966.026;Material importado;Synego;unidad;;0;;
1189;500.966.038;Marco PULS SYNEGO Bco-Scheff A./Bco Pres. 6,8 m.;Marco;;;;;6.8;;;0;;0;0;;;0;QR-500.966.038;Material importado;Synego;unidad;;0;;
1190;500.966.012;Marco PULS SYNEGO Bco-Hab/Hab Pres. 6,8 m.;Marco;Bco-Hab/Hab;;;;6.8;;;0;;0;0;;;0;QR-500.966.012;Material importado;Synego;unidad;;0;;
1191;500.966.029;Marco PULS SYNEGO Bco-Bco/Hab Pres. 6,8 m.;Marco;Bco-Bco/Hab;;;;6.8;;;0;;0;0;;;0;QR-500.966.029;Material importado;Synego;unidad;;0;;
1192;500.966.041;Marco PULS SYNEGO Bco-Hab/Bco Pres. 6,8 m.;Marco;Bco-Hab/Bco;;;;6.8;;;0;;0;0;;;0;QR-500.966.041;Material importado;Synego;unidad;;0;;
1193;500.966.013;Marco PULS SYNEGO Bco-Tit/Tit Pres. 6,8 m.;Marco;Bco-Tit/Tit;;;;6.8;;;0;;0;0;;;0;QR-500.966.013;Material importado;Synego;unidad;;0;;
1194;500.966.028;Marco PULS SYNEGO Bco-Bco/Tit Pres. 6,8 m.;Marco;Bco-Bco/Tit;;;;6.8;;;0;;0;0;;;0;QR-500.966.028;Material importado;Synego;unidad;;0;;
1195;500.966.042;Marco PULS SYNEGO Bco-Tit/Bco Pres. 6,8 m.;Marco;Bco-Tit/Bco;;;;6.8;;;0;;0;0;;;0;QR-500.966.042;Material importado;Synego;unidad;;0;;
1196;500.966.065;Marco Plus Synego HST Bco - Ant M/Ant M. x 6,8 m;Marco;;;;;6.8;;;0;;0;0;;;0;QR-500.966.065;Material importado;Synego;unidad;;0;;
1197;500.966.066;Marco Plus Synego HST Bco-Bco/Ant M  x 6,8 m;Marco;Bco-Bco/Ant;;;;6.8;;;0;;0;0;;;0;QR-500.966.066;Material importado;Synego;unidad;;0;;
1198;500.966.067;Marco Plus Synego HST Bco-Ant M/Bco  x 6,8 m;Marco;;;;;6.8;;;0;;0;0;;;0;QR-500.966.067;Material importado;Synego;unidad;;0;;
1199;500.966.068;Marco Plus Synego HST Bco - Black S/Black S. x 6,8 m;Marco;;;;;6.8;;;0;;0;0;;;0;QR-500.966.068;Material importado;Synego;unidad;;0;;
1200;500.966.069;Marco Plus Synego HST Bco-Bco/Black S  x 6,8 m;Marco;Bco-Bco/Black;;;;6.8;;;0;;0;0;;;0;QR-500.966.069;Material importado;Synego;unidad;;0;;
1201;500.966.070;Marco Plus Synego HST Bco-Black S/Bco  x 6,8 m;Marco;;;;;6.8;;;0;;0;0;;;0;QR-500.966.070;Material importado;Synego;unidad;;0;;
1202;500.966.059;Marco Plus Synego HST Bco - Nut/Nut. x 6,8 m;Marco;;;;;6.8;;;0;;0;0;;;0;QR-500.966.059;Material importado;Synego;unidad;;0;;
1203;500.966.060;Marco Plus Synego HST Bco-Bco/Nut  x 6,8 m;Marco;Bco-Bco/Nut;;;;6.8;;;0;;0;0;;;0;QR-500.966.060;Material importado;Synego;unidad;;0;;
1204;500.966.061;Marco Plus Synego HST Bco-Nut/Bco  x 6,8 m;Marco;Bco-Nut/Bco;;;;6.8;;;0;;0;0;;;0;QR-500.966.061;Material importado;Synego;unidad;;0;;
1205;500.966.062;Marco Plus Synego HST Bco - Qrz/Qrz. x 6,8 m;Marco;;;;;6.8;;;0;;0;0;;;0;QR-500.966.062;Material importado;Synego;unidad;;0;;
1206;500.966.063;Marco Plus Synego HST Bco-Bco/Qrz  x 6,8 m;Marco;Bco-Bco/Qrz;;;;6.8;;;0;;0;0;;;0;QR-500.966.063;Material importado;Synego;unidad;;0;;
1207;500.966.064;Marco Plus Synego HST Bco-Qrz/Bco  x 6,8 m;Marco;Bco-Qrz/Bco;;;;6.8;;;0;;0;0;;;0;QR-500.966.064;Material importado;Synego;unidad;;0;;
1208;536.585.701;Hoja 40 HST SYNEGO Blanco Pres. 6 m.;Hoja;;;;;6.0;;;0;;0;0;;;0;QR-536.585.701;Material importado;Synego;unidad;;0;;
1209;500.967.049;Hoja 40 HST SYNEGO Bco-Rob/Rob Pres. 6 m.;Hoja;Bco-Rob/Rob;;;;6.0;;;0;;0;0;;;0;QR-500.967.049;Material importado;Synego;unidad;;0;;
1210;500.967.050;Hoja 40 HST SYNEGO Bco-Bco/Rob Pres. 6 m.;Hoja;Bco-Bco/Rob;;;;6.0;;;0;;0;0;;;0;QR-500.967.050;Material importado;Synego;unidad;;0;;
1211;500.967.051;Hoja 40 HST SYNEGO Bco-Rob/Bco Pres. 6 m.;Hoja;Bco-Rob/Bco;;;;6.0;;;0;;0;0;;;0;QR-500.967.051;Material importado;Synego;unidad;;0;;
1212;500.967.046;Hoja 40 HST SYNEGO Bco-Nog/Nog Pres. 6 m.;Hoja;Bco-Nog/Nog;;;;6.0;;;0;;0;0;;;0;QR-500.967.046;Material importado;Synego;unidad;;0;;
1213;500.967.047;Hoja 40 HST SYNEGO Bco-Bco/Nog Pres. 6 m.;Hoja;Bco-Bco/Nog;;;;6.0;;;0;;0;0;;;0;QR-500.967.047;Material importado;Synego;unidad;;0;;
1214;500.967.048;Hoja 40 HST SYNEGO Bco-Nog/Bco Pres. 6 m.;Hoja;Bco-Nog/Bco;;;;6.0;;;0;;0;0;;;0;QR-500.967.048;Material importado;Synego;unidad;;0;;
1215;500.967.055;Hoja 40 HST SYNEGO Bco-Ant L/Ant L Pres. 6 m.;Hoja;;;;;6.0;;;0;;0;0;;;0;QR-500.967.055;Material importado;Synego;unidad;;0;;
1216;500.967.056;Hoja 40 HST SYNEGO Bco-Bco/Ant L Pres. 6 m.;Hoja;Bco-Bco/Ant;;;;6.0;;;0;;0;0;;;0;QR-500.967.056;Material importado;Synego;unidad;;0;;
1217;500.967.057;Hoja 40 HST SYNEGO Bco-Ant L/Bco Pres. 6 m.;Hoja;;;;;6.0;;;0;;0;0;;;0;QR-500.967.057;Material importado;Synego;unidad;;0;;
1218;500.967.052;Hoja 40 HST SYNEGO Bco-B.Brow/B.Brow Pres. 6 m.;Hoja;;;;;6.0;;;0;;0;0;;;0;QR-500.967.052;Material importado;Synego;unidad;;0;;
1219;500.967.053;Hoja 40 HST SYNEGO Bco-Bco/B.Brow Pres. 6 m.;Hoja;Bco-Bco/B;;;;6.0;;;0;;0;0;;;0;QR-500.967.053;Material importado;Synego;unidad;;0;;
1220;500.967.054;Hoja 40 HST SYNEGO Bco-B.Brow/Bco Pres. 6 m.;Hoja;;;;;6.0;;;0;;0;0;;;0;QR-500.967.054;Material importado;Synego;unidad;;0;;
1221;500.967.043;Hoja 40 HST SYNEGO Bco-Win/Win Pres. 6 m.;Hoja;Bco-Win/Win;;;;6.0;;;0;;0;0;;;0;QR-500.967.043;Material importado;Synego;unidad;;0;;
1222;500.967.044;Hoja 40 HST SYNEGO Bco-Bco/Win Pres. 6 m.;Hoja;Bco-Bco/Win;;;;6.0;;;0;;0;0;;;0;QR-500.967.044;Material importado;Synego;unidad;;0;;
1223;500.967.045;Hoja 40 HST SYNEGO Bco-Win/Bco Pres. 6 m.;Hoja;Bco-Win/Bco;;;;6.0;;;0;;0;0;;;0;QR-500.967.045;Material importado;Synego;unidad;;0;;
1224;500.967.009;Hoja 40 HST SYNEGO Bco-Mon/Mon Pres. 6 m.;Hoja;Bco-Mon/Mon;;;;6.0;;;0;;0;0;;;0;QR-500.967.009;Material importado;Synego;unidad;;0;;
1225;500.967.025;Hoja 40 HST SYNEGO Bco-Bco/Mon Pres. 6 m.;Hoja;Bco-Bco/Mon;;;;6.0;;;0;;0;0;;;0;QR-500.967.025;Material importado;Synego;unidad;;0;;
1226;500.967.038;Hoja 40 HST SYNEGO Bco-Mon/Bco Pres. 6 m.;Hoja;Bco-Mon/Bco;;;;6.0;;;0;;0;0;;;0;QR-500.967.038;Material importado;Synego;unidad;;0;;
1227;500.967.010;Hoja 40 HST SYNEGO Bco-Negro M./Negro M. Pres. 6 m.;Hoja;;;;;6.0;;;0;;0;0;;;0;QR-500.967.010;Material importado;Synego;unidad;;0;;
1228;500.967.024;Hoja 40 HST SYNEGO Bco-Bco/Negro M. Pres. 6 m.;Hoja;Bco-Bco/Negro;;;;6.0;;;0;;0;0;;;0;QR-500.967.024;Material importado;Synego;unidad;;0;;
1229;500.967.035;Hoja 40 HST SYNEGO Bco-Negro M./Bco Pres. 6 m.;Hoja;;;;;6.0;;;0;;0;0;;;0;QR-500.967.035;Material importado;Synego;unidad;;0;;
1230;500.967.014;Hoja 40 HST SYNEGO Bco-Turn/Turn Pres. 6 m.;Hoja;Bco-Turn/Turn;;;;6.0;;;0;;0;0;;;0;QR-500.967.014;Material importado;Synego;unidad;;0;;
1231;500.967.027;Hoja 40 HST SYNEGO Bco-Bco/Turn Pres. 6 m.;Hoja;Bco-Bco/Turn;;;;6.0;;;0;;0;0;;;0;QR-500.967.027;Material importado;Synego;unidad;;0;;
1232;500.967.037;Hoja 40 HST SYNEGO Bco-Turn/Bco Pres. 6 m.;Hoja;Bco-Turn/Bco;;;;6.0;;;0;;0;0;;;0;QR-500.967.037;Material importado;Synego;unidad;;0;;
1233;500.967.011;Hoja 40 HST SYNEGO Bco-Scheff A./Scheff A. Pres. 6 m.;Hoja;;;;;6.0;;;0;;0;0;;;0;QR-500.967.011;Material importado;Synego;unidad;;0;;
1234;500.967.026;Hoja 40 HST SYNEGO Bco-Bco/Scheff A. Pres. 6 m.;Hoja;Bco-Bco/Scheff;;;;6.0;;;0;;0;0;;;0;QR-500.967.026;Material importado;Synego;unidad;;0;;
1235;500.967.036;Hoja 40 HST SYNEGO Bco-Scheff A./Bco Pres. 6 m.;Hoja;;;;;6.0;;;0;;0;0;;;0;QR-500.967.036;Material importado;Synego;unidad;;0;;
1236;500.967.012;Hoja 40 HST SYNEGO Bco-Hab/Hab Pres. 6 m.;Hoja;Bco-Hab/Hab;;;;6.0;;;0;;0;0;;;0;QR-500.967.012;Material importado;Synego;unidad;;0;;
1237;500.967.041;Hoja 40 HST SYNEGO Bco-Bco/Hab Pres. 6 m.;Hoja;Bco-Bco/Hab;;;;6.0;;;0;;0;0;;;0;QR-500.967.041;Material importado;Synego;unidad;;0;;
1238;500.967.040;Hoja 40 HST SYNEGO Bco-Hab/Bco Pres. 6 m.;Hoja;Bco-Hab/Bco;;;;6.0;;;0;;0;0;;;0;QR-500.967.040;Material importado;Synego;unidad;;0;;
1239;500.967.013;Hoja 40 HST SYNEGO Bco-Tit/Tit Pres. 6 m.;Hoja;Bco-Tit/Tit;;;;6.0;;;0;;0;0;;;0;QR-500.967.013;Material importado;Synego;unidad;;0;;
1240;500.927.042;Hoja 40 HST SYNEGO Bco-Bco/Tit Pres. 6 m.;Hoja;Bco-Bco/Tit;;;;6.0;;;0;;0;0;;;0;QR-500.927.042;Material importado;Synego;unidad;;0;;
1241;500.967.039;Hoja 40 HST SYNEGO Bco-Tit/Bco Pres. 6 m.;Hoja;Bco-Tit/Bco;;;;6.0;;;0;;0;0;;;0;QR-500.967.039;Material importado;Synego;unidad;;0;;
1242;500.967.064;Hoja 40 HST SYNEGO Bco -Ant M/Ant M  6 m.;Hoja;;;;;6.0;;;0;;0;0;;;0;QR-500.967.064;Material importado;Synego;unidad;;0;;
1243;500.967.065;Hoja 40 HST SYNEGO Bco-Bco/Ant M 6 m.;Hoja;Bco-Bco/Ant;;;;6.0;;;0;;0;0;;;0;QR-500.967.065;Material importado;Synego;unidad;;0;;
1244;500.967.066;Hoja 40 HST SYNEGO Bco-Ant M/Bco 6 m.;Hoja;;;;;6.0;;;0;;0;0;;;0;QR-500.967.066;Material importado;Synego;unidad;;0;;
1245;500.967.067;Hoja 40 HST SYNEGO Bco -Black S/Black S  6 m.;Hoja;;;;;6.0;;;0;;0;0;;;0;QR-500.967.067;Material importado;Synego;unidad;;0;;
1246;500.967.068;Hoja 40 HST SYNEGO Bco-Bco/Black S 6 m.;Hoja;Bco-Bco/Black;;;;6.0;;;0;;0;0;;;0;QR-500.967.068;Material importado;Synego;unidad;;0;;
1247;500.967.069;Hoja 40 HST SYNEGO Bco-Black S/Bco 6 m.;Hoja;;;;;6.0;;;0;;0;0;;;0;QR-500.967.069;Material importado;Synego;unidad;;0;;
1248;500.967.058;Hoja 40 HST SYNEGO Bco -Nut/Nut  6 m.;Hoja;;;;;6.0;;;0;;0;0;;;0;QR-500.967.058;Material importado;Synego;unidad;;0;;
1249;500.967.059;Hoja 40 HST SYNEGO Bco-Bco/Nut 6 m.;Hoja;Bco-Bco/Nut;;;;6.0;;;0;;0;0;;;0;QR-500.967.059;Material importado;Synego;unidad;;0;;
1250;500.967.060;Hoja 40 HST SYNEGO Bco-Nut/Bco 6 m.;Hoja;Bco-Nut/Bco;;;;6.0;;;0;;0;0;;;0;QR-500.967.060;Material importado;Synego;unidad;;0;;
1251;500.967.061;Hoja 40 HST SYNEGO Bco -Qrz/Qrz  6 m.;Hoja;;;;;6.0;;;0;;0;0;;;0;QR-500.967.061;Material importado;Synego;unidad;;0;;
1252;500.967.062;Hoja 40 HST SYNEGO Bco-Bco/Qrz 6 m.;Hoja;Bco-Bco/Qrz;;;;6.0;;;0;;0;0;;;0;QR-500.967.062;Material importado;Synego;unidad;;0;;
1253;500.967.063;Hoja 40 HST SYNEGO Bco-Qrz/Bco 6 m.;Hoja;Bco-Qrz/Bco;;;;6.0;;;0;;0;0;;;0;QR-500.967.063;Material importado;Synego;unidad;;0;;
1254;536.545.474;Hoja 101 HST SYNEGO Blanco Pres. 6 m.;Hoja;;;;;6.0;;;0;;0;0;;;0;QR-536.545.474;Material importado;Synego;unidad;;0;;
1255;500.968.049;Hoja 101 HST SYNEGO Bco-Rob/Rob Pres. 6 m.;Hoja;Bco-Rob/Rob;;;;6.0;;;0;;0;0;;;0;QR-500.968.049;Material importado;Synego;unidad;;0;;
1256;500.968.050;Hoja 101 HST SYNEGO Bco-Bco/Rob Pres. 6 m.;Hoja;Bco-Bco/Rob;;;;6.0;;;0;;0;0;;;0;QR-500.968.050;Material importado;Synego;unidad;;0;;
1257;500.968.051;Hoja 101 HST SYNEGO Bco-Rob/Bco Pres. 6 m.;Hoja;Bco-Rob/Bco;;;;6.0;;;0;;0;0;;;0;QR-500.968.051;Material importado;Synego;unidad;;0;;
1258;500.968.046;Hoja 101 HST SYNEGO Bco-Nog/Nog Pres. 6 m.;Hoja;Bco-Nog/Nog;;;;6.0;;;0;;0;0;;;0;QR-500.968.046;Material importado;Synego;unidad;;0;;
1259;500.968.047;Hoja 101 HST SYNEGO Bco-Bco/Nog Pres. 6 m.;Hoja;Bco-Bco/Nog;;;;6.0;;;0;;0;0;;;0;QR-500.968.047;Material importado;Synego;unidad;;0;;
1260;500.968.048;Hoja 101 HST SYNEGO Bco-Nog/Bco Pres. 6 m.;Hoja;Bco-Nog/Bco;;;;6.0;;;0;;0;0;;;0;QR-500.968.048;Material importado;Synego;unidad;;0;;
1261;500.968.055;Hoja 101 HST SYNEGO Bco-Ant L/Ant L Pres. 6 m.;Hoja;;;;;6.0;;;0;;0;0;;;0;QR-500.968.055;Material importado;Synego;unidad;;0;;
1262;500.968.056;Hoja 101 HST SYNEGO Bco-Bco/Ant L Pres. 6 m.;Hoja;Bco-Bco/Ant;;;;6.0;;;0;;0;0;;;0;QR-500.968.056;Material importado;Synego;unidad;;0;;
1263;500.968.057;Hoja 101 HST SYNEGO Bco-Ant L/Bco Pres. 6 m.;Hoja;;;;;6.0;;;0;;0;0;;;0;QR-500.968.057;Material importado;Synego;unidad;;0;;
1264;500.968.052;Hoja 101 HST SYNEGO Bco-B.Brow/B.Brow Pres. 6 m.;Hoja;;;;;6.0;;;0;;0;0;;;0;QR-500.968.052;Material importado;Synego;unidad;;0;;
1265;500.968.053;Hoja 101 HST SYNEGO Bco-Bco/B.Brow Pres. 6 m.;Hoja;Bco-Bco/B;;;;6.0;;;0;;0;0;;;0;QR-500.968.053;Material importado;Synego;unidad;;0;;
1266;500.968.054;Hoja 101 HST SYNEGO Bco-B.Brow/Bco Pres. 6 m.;Hoja;;;;;6.0;;;0;;0;0;;;0;QR-500.968.054;Material importado;Synego;unidad;;0;;
1267;500.968.043;Hoja 101 HST SYNEGO Bco-Win/Win Pres. 6 m.;Hoja;Bco-Win/Win;;;;6.0;;;0;;0;0;;;0;QR-500.968.043;Material importado;Synego;unidad;;0;;
1268;500.968.044;Hoja 101 HST SYNEGO Bco-Bco/Win Pres. 6 m.;Hoja;Bco-Bco/Win;;;;6.0;;;0;;0;0;;;0;QR-500.968.044;Material importado;Synego;unidad;;0;;
1269;500.968.045;Hoja 101 HST SYNEGO Bco-Win/Bco Pres. 6 m.;Hoja;Bco-Win/Bco;;;;6.0;;;0;;0;0;;;0;QR-500.968.045;Material importado;Synego;unidad;;0;;
1270;500.968.009;Hoja 101 HST SYNEGO Bco-Mon/Mon Pres. 6 m.;Hoja;Bco-Mon/Mon;;;;6.0;;;0;;0;0;;;0;QR-500.968.009;Material importado;Synego;unidad;;0;;
1271;500.968.024;Hoja 101 HST SYNEGO Bco-Bco/Mon Pres. 6 m.;Hoja;Bco-Bco/Mon;;;;6.0;;;0;;0;0;;;0;QR-500.968.024;Material importado;Synego;unidad;;0;;
