id;codigo;descripcion;tipo;acabado;numero;vs;proveedor;longitud;ancho;alto;necesarias;stock;faltan;ped_min;emba;pedido;importe;qr;nombre;tipo_material;unidad;stock_actual;stock_minimo;ubicacion;imagen_referencia
1;554.002.376;Marco 64 Euro-Design 60 Blanco Pres. 5,8 m.;Marco;;;;;5.8;;;0;5.0;0;0;;;0;QR-554.002.376;Material importado;Euro-Design 60;unidad;5.0;0;;
2;564.002.153;Marco 64 Euro-Design 60 Mar-Rob/Rob Pres. 5,8 m.;Marco;Mar-Rob/Rob;;;;5.8;;;0;0.0;0;0;;;0;QR-564.002.153;Material importado;Euro-Design 60;unidad;0.0;0;;
3;564.002.131;Marco 64 Euro-Design 60 Bco-Bco/Rob Pres. 5,8 m.;Marco;Bco-Bco/Rob;;;;5.8;;;0;;0;0;;;0;QR-564.002.131;Material importado;Euro-Design 60;unidad;;0;;
4;564.002.130;Marco 64 Euro-Design 60 Bco-Rob/Bco Pres. 5,8 m.;Marco;Bco-Rob/Bco;;;;5.8;;;0;;0;0;;;0;QR-564.002.130;Material importado;Euro-Design 60;unidad;;0;;
5;564.002.133;Marco 64 Euro-Design 60 Mar-Ant L/Ant L Pres. 5,8 m.;Marco;;;;;5.8;;;0;16.0;0;0;;;0;QR-564.002.133;Material importado;Euro-Design 60;unidad;16.0;0;;
6;564.002.135;Marco 64 Euro-Design 60 Bco-Bco/Ant L Pres. 5,8 m.;Marco;Bco-Bco/Ant;;;;5.8;;;0;;0;0;;;0;QR-564.002.135;Material importado;Euro-Design 60;unidad;;0;;
7;564.002.134;Marco 64 Euro-Design 60 Bco-Ant L/Bco Pres. 5,8 m.;Marco;;;;;5.8;;;0;;0;0;;;0;QR-564.002.134;Material importado;Euro-Design 60;unidad;;0;;
8;564.002.138;Marco 64 Euro-Design 60 Mar-B.Brow/B.Brow Pres. 5,8 m.;Marco;;;;;5.8;;;0;;0;0;;;0;QR-564.002.138;Material importado;Euro-Design 60;unidad;;0;;
9;564.002.127;Marco 64 Euro-Design 60 Bco-Bco/B.Brow Pres. 5,8 m.;Marco;Bco-Bco/B;;;;5.8;;;0;;0;0;;;0;QR-564.002.127;Material importado;Euro-Design 60;unidad;;0;;
10;564.002.126;Marco 64 Euro-Design 60 Bco-B.Brow/Bco Pres. 5,8 m.;Marco;;;;;5.8;;;0;;0;0;;;0;QR-564.002.126;Material importado;Euro-Design 60;unidad;;0;;
11;564.002.158;Marco 64 Euro-Design 60 Mar-Nog/Nog Pres. 5,8 m.;Marco;Mar-Nog/Nog;;;;5.8;;;0;9.0;0;0;;;0;QR-564.002.158;Material importado;Euro-Design 60;unidad;9.0;0;;
12;564.002.129;Marco 64 Euro-Design 60 Bco-Bco/Nog Pres. 5,8 m.;Marco;Bco-Bco/Nog;;;;5.8;;;0;;0;0;;;0;QR-564.002.129;Material importado;Euro-Design 60;unidad;;0;;
13;564.002.128;Marco 64 Euro-Design 60 Bco-Nog/Bco Pres. 5,8 m.;Marco;Bco-Nog/Bco;;;;5.8;;;0;;0;0;;;0;QR-564.002.128;Material importado;Euro-Design 60;unidad;;0;;
14;564.002.161;Marco 64 Euro-Design 60 Mar-Win/Win Pres. 5,8 m.;Marco;Mar-Win/Win;;;;5.8;;;0;;0;0;;;0;QR-564.002.161;Material importado;Euro-Design 60;unidad;;0;;
15;564.002.124;Marco 64 Euro-Design 60 Bco-Bco/Win Pres. 5,8 m.;Marco;Bco-Bco/Win;;;;5.8;;;0;;0;0;;;0;QR-564.002.124;Material importado;Euro-Design 60;unidad;;0;;
16;564.002.122;Marco 64 Euro-Design 60 Bco-Win/Bco Pres. 5,8 m.;Marco;Bco-Win/Bco;;;;5.8;;;0;;0;0;;;0;QR-564.002.122;Material importado;Euro-Design 60;unidad;;0;;
17;564.002.154;Marco 64 Euro-Design 60 Mar-Mon/Mon Pres. 5,8 m.;Marco;Mar-Mon/Mon;;;;5.8;;;0;;0;0;;;0;QR-564.002.154;Material importado;Euro-Design 60;unidad;;0;;
18;564.002.080;Marco 64 Euro-Design 60 Bco-Bco/Mon Pres. 5,8 m.;Marco;Bco-Bco/Mon;;;;5.8;;;0;;0;0;;;0;QR-564.002.080;Material importado;Euro-Design 60;unidad;;0;;
19;564.002.082;Marco 64 Euro-Design 60 Bco-Mon/Bco Pres. 5,8 m.;Marco;Bco-Mon/Bco;;;;5.8;;;0;;0;0;;;0;QR-564.002.082;Material importado;Euro-Design 60;unidad;;0;;
20;564.002.089;Marco 64 Euro-Design 60 Mar-Negro M./Negro M. Pres. 5,8 m.;Marco;;;;;5.8;;;0;27.0;0;0;;;0;QR-564.002.089;Material importado;Euro-Design 60;unidad;27.0;0;;
21;564.002.090;Marco 64 Euro-Design 60 Bco-Bco/Negro M. Pres. 5,8 m.;Marco;Bco-Bco/Negro;;;;5.8;;;0;;0;0;;;0;QR-564.002.090;Material importado;Euro-Design 60;unidad;;0;;
22;564.002.091;Marco 64 Euro-Design 60 Bco-Negro M./Bco Pres. 5,8 m.;Marco;;;;;5.8;;;0;;0;0;;;0;QR-564.002.091;Material importado;Euro-Design 60;unidad;;0;;
23;564.002.155;Marco 64 Euro-Design 60 Mar-Turn/Turn Pres. 5,8 m.;Marco;Mar-Turn/Turn;;;;5.8;;;0;;0;0;;;0;QR-564.002.155;Material importado;Euro-Design 60;unidad;;0;;
24;564.002.103;Marco 64 Euro-Design 60 Bco-Bco/Turn Pres. 5,8 m.;Marco;Bco-Bco/Turn;;;;5.8;;;0;;0;0;;;0;QR-564.002.103;Material importado;Euro-Design 60;unidad;;0;;
25;564.002.104;Marco 64 Euro-Design 60 Bco-Turn/Bco Pres. 5,8 m.;Marco;Bco-Turn/Bco;;;;5.8;;;0;;0;0;;;0;QR-564.002.104;Material importado;Euro-Design 60;unidad;;0;;
26;564.002.105;Marco 64 Euro-Design 60 Bco-Sheff A./Sheff A. Pres. 5,8 m.;Marco;;;;;5.8;;;0;;0;0;;;0;QR-564.002.105;Material importado;Euro-Design 60;unidad;;0;;
27;564.002.101;Marco 64 Euro-Design 60 Bco-Bco/Sheff A. Pres. 5,8 m.;Marco;Bco-Bco/Sheff;;;;5.8;;;0;;0;0;;;0;QR-564.002.101;Material importado;Euro-Design 60;unidad;;0;;
28;564.002.102;Marco 64 Euro-Design 60 Bco-Sheff A./Bco Pres. 5,8 m.;Marco;;;;;5.8;;;0;;0;0;;;0;QR-564.002.102;Material importado;Euro-Design 60;unidad;;0;;
29;564.002.156;Marco 64 Euro-Design 60 Mar-Hab/Hab Pres. 5,8 m.;Marco;Mar-Hab/Hab;;;;5.8;;;0;;0;0;;;0;QR-564.002.156;Material importado;Euro-Design 60;unidad;;0;;
30;564.002.113;Marco 64 Euro-Design 60 Bco-Bco/Hab Pres. 5,8 m.;Marco;Bco-Bco/Hab;;;;5.8;;;0;;0;0;;;0;QR-564.002.113;Material importado;Euro-Design 60;unidad;;0;;
31;564.002.114;Marco 64 Euro-Design 60 Bco-Hab/Bco Pres. 5,8 m.;Marco;Bco-Hab/Bco;;;;5.8;;;0;;0;0;;;0;QR-564.002.114;Material importado;Euro-Design 60;unidad;;0;;
32;564.002.157;Marco 64 Euro-Design 60 Mar-Tit/Tit Pres. 5,8 m.;Marco;Mar-Tit/Tit;;;;5.8;;;0;;0;0;;;0;QR-564.002.157;Material importado;Euro-Design 60;unidad;;0;;
33;564.002.111;Marco 64 Euro-Design 60 Bco-Bco/Tit Pres. 5,8 m.;Marco;Bco-Bco/Tit;;;;5.8;;;0;;0;0;;;0;QR-564.002.111;Material importado;Euro-Design 60;unidad;;0;;
34;564.002.112;Marco 64 Euro-Design 60 Bco-Tit/Bco Pres. 5,8 m.;Marco;Bco-Tit/Bco;;;;5.8;;;0;;0;0;;;0;QR-564.002.112;Material importado;Euro-Design 60;unidad;;0;;
35;564.002.178;Marco 64 Euro-Design 60 Mar-Ant M/Ant M Pres. 5,8 m.;Marco;;;;;5.8;;;0;1.0;0;0;;;0;QR-564.002.178;Material importado;Aluminio;unidad;1.0;0;;
36;564.002.179;Marco 64 Euro-Design 60 Bco-Bco/Ant M Pres. 5,8 m.;Marco;Bco-Bco/Ant;;;;5.8;;;0;;0;0;;;0;QR-564.002.179;Material importado;Aluminio;unidad;;0;;
37;564.002.180;Marco 64 Euro-Design 60 Bco-Ant M/Bco Pres. 5,8 m.;Marco;;;;;5.8;;;0;;0;0;;;0;QR-564.002.180;Material importado;Aluminio;unidad;;0;;
38;564.002.181;Marco 64 Euro-Design 60 Mar-Black S/Black S Pres. 5,8 m.;Marco;;;;;5.8;;;0;1.0;0;0;;;0;QR-564.002.181;Material importado;Aluminio;unidad;1.0;0;;
39;564.002.182;Marco 64 Euro-Design 60 Bco-Bco/Black S Pres. 5,8 m.;Marco;Bco-Bco/Black;;;;5.8;;;0;;0;0;;;0;QR-564.002.182;Material importado;Aluminio;unidad;;0;;
40;564.002.184;Marco 64 Euro-Design 60 Bco-Black S/Bco Pres. 5,8 m.;Marco;;;;;5.8;;;0;;0;0;;;0;QR-564.002.184;Material importado;Aluminio;unidad;;0;;
41;564.002.172;Marco 64 Euro-Design 60 Mar-Nut/Nut Pres. 5,8 m.;Marco;Mar-Nut/Nut;;;;5.8;;;0;;0;0;;;0;QR-564.002.172;Material importado;Aluminio;unidad;;0;;
42;564.002.173;Marco 64 Euro-Design 60 Bco-Bco/Nut Pres. 5,8 m.;Marco;Bco-Bco/Nut;;;;5.8;;;0;;0;0;;;0;QR-564.002.173;Material importado;Aluminio;unidad;;0;;
43;564.002.174;Marco 64 Euro-Design 60 Bco-Nut/Bco Pres. 5,8 m.;Marco;Bco-Nut/Bco;;;;5.8;;;0;;0;0;;;0;QR-564.002.174;Material importado;Aluminio;unidad;;0;;
44;564.002.175;Marco 64 Euro-Design 60 Mar-Qrz/Qrz Pres. 5,8 m.;Marco;Mar-Qrz/Qrz;;;;5.8;;;0;;0;0;;;0;QR-564.002.175;Material importado;Aluminio;unidad;;0;;
45;564.002.176;Marco 64 Euro-Design 60 Bco-Bco/Qrz Pres. 5,8 m.;Marco;Bco-Bco/Qrz;;;;5.8;;;0;;0;0;;;0;QR-564.002.176;Material importado;Aluminio;unidad;;0;;
46;564.002.177;Marco 64 Euro-Design 60 Bco-Qrz/Bco Pres. 5,8 m.;Marco;Bco-Qrz/Bco;;;;5.8;;;0;;0;0;;;0;QR-564.002.177;Material importado;Aluminio;unidad;;0;;
47;554.022.376;Poste/Travesaño 78 Euro-Design 60 Blanco Pres. 5,8 m.;;;;;;5.8;;;0;17.0;0;0;;;0;QR-554.022.376;Material importado;Euro-Design 60;unidad;17.0;0;;
48;564.022.095;Poste/Travesaño 78 Euro-Design 60 Mar-Rob/Rob Pres. 5,8 m.;;Mar-Rob/Rob;;;;5.8;;;0;8.0;0;0;;;0;QR-564.022.095;Material importado;Aluminio;unidad;8.0;0;;
49;564.022.097;Poste/Travesaño 78 Euro-Design 60 Bco-Bco/Rob Pres. 5,8 m.;;Bco-Bco/Rob;;;;5.8;;;0;;0;0;;;0;QR-564.022.097;Material importado;Aluminio;unidad;;0;;
50;564.022.081;Poste/Travesaño 78 Euro-Design 60 Bco-Rob/Bco Pres. 5,8 m.;;Bco-Rob/Bco;;;;5.8;;;0;;0;0;;;0;QR-564.022.081;Material importado;Aluminio;unidad;;0;;
51;564.022.098;Poste/Travesaño 78 Euro-Design 60 Mar-Ant L/Ant L Pres. 5,8 m.;;;;;;5.8;;;0;;0;0;;;0;QR-564.022.098;Material importado;Aluminio;unidad;;0;;
52;564.022.087;Poste/Travesaño 78 Euro-Design 60 Bco-Bco/Ant L Pres. 5,8 m.;;Bco-Bco/Ant;;;;5.8;;;0;;0;0;;;0;QR-564.022.087;Material importado;Aluminio;unidad;;0;;
53;564.022.086;Poste/Travesaño 78 Euro-Design 60 Bco-Ant L/Bco Pres. 5,8 m.;;;;;;5.8;;;0;;0;0;;;0;QR-564.022.086;Material importado;Aluminio;unidad;;0;;
54;564.022.083;Poste/Travesaño 78 Euro-Design 60 Mar-B.Brow/B.Brow Pres. 5,8 m.;;;;;;5.8;;;0;;0;0;;;0;QR-564.022.083;Material importado;Aluminio;unidad;;0;;
55;564.022.085;Poste/Travesaño 78 Euro-Design 60 Bco-Bco/B.Brow Pres. 5,8 m.;;Bco-Bco/B;;;;5.8;;;0;;0;0;;;0;QR-564.022.085;Material importado;Aluminio;unidad;;0;;
56;564.022.084;Poste/Travesaño 78 Euro-Design 60 Bco-B.Brow/Bco Pres. 5,8 m.;;;;;;5.8;;;0;;0;0;;;0;QR-564.022.084;Material importado;Aluminio;unidad;;0;;
57;564.022.096;Poste/Travesaño 78 Euro-Design 60 Mar-Nog/Nog Pres. 5,8 m.;;Mar-Nog/Nog;;;;5.8;;;0;;0;0;;;0;QR-564.022.096;Material importado;Aluminio;unidad;;0;;
58;564.022.080;Poste/Travesaño 78 Euro-Design 60 Bco-Bco/Nog Pres. 5,8 m.;;Bco-Bco/Nog;;;;5.8;;;0;;0;0;;;0;QR-564.022.080;Material importado;Aluminio;unidad;;0;;
59;564.022.079;Poste/Travesaño 78 Euro-Design 60 Bco-Nog/Bco Pres. 5,8 m.;;Bco-Nog/Bco;;;;5.8;;;0;;0;0;;;0;QR-564.022.079;Material importado;Aluminio;unidad;;0;;
60;564.022.099;Poste/Travesaño 78 Euro-Design 60 Mar-Win/Win Pres. 5,8 m.;;Mar-Win/Win;;;;5.8;;;0;;0;0;;;0;QR-564.022.099;Material importado;Aluminio;unidad;;0;;
61;564.022.078;Poste/Travesaño 78 Euro-Design 60 Bco-Bco/Win Pres. 5,8 m.;;Bco-Bco/Win;;;;5.8;;;0;;0;0;;;0;QR-564.022.078;Material importado;Aluminio;unidad;;0;;
62;564.022.077;Poste/Travesaño 78 Euro-Design 60 Bco-Win/Bco Pres. 5,8 m.;;Bco-Win/Bco;;;;5.8;;;0;;0;0;;;0;QR-564.022.077;Material importado;Aluminio;unidad;;0;;
63;564.022.100;Poste/Travesaño 78 Euro-Design 60 Mar-Mon/Mon Pres. 5,8 m.;;Mar-Mon/Mon;;;;5.8;;;0;;0;0;;;0;QR-564.022.100;Material importado;Aluminio;unidad;;0;;
64;564.022.047;Poste/Travesaño 78 Euro-Design 60 Bco-Bco/Mon Pres. 5,8 m.;;Bco-Bco/Mon;;;;5.8;;;0;;0;0;;;0;QR-564.022.047;Material importado;Aluminio;unidad;;0;;
65;564.022.046;Poste/Travesaño 78 Euro-Design 60 Bco-Mon/Bco Pres. 5,8 m.;;Bco-Mon/Bco;;;;5.8;;;0;;0;0;;;0;QR-564.022.046;Material importado;Aluminio;unidad;;0;;
66;564.022.101;Poste/Travesaño 78 Euro-Design 60 Mar-Negro M./Negro M. Pres. 5,8 m.;;;;;;5.8;;;0;;0;0;;;0;QR-564.022.101;Material importado;Euro-Design 60;unidad;;0;;
67;564.022.053;Poste/Travesaño 78 Euro-Design 60 Bco-Bco/Negro M. Pres. 5,8 m.;;Bco-Bco/Negro;;;;5.8;;;0;;0;0;;;0;QR-564.022.053;Material importado;Euro-Design 60;unidad;;0;;
68;564.022.054;Poste/Travesaño 78 Euro-Design 60 Bco-Negro M./Bco Pres. 5,8 m.;;;;;;5.8;;;0;;0;0;;;0;QR-564.022.054;Material importado;Euro-Design 60;unidad;;0;;
69;564.022.102;Poste/Travesaño 78 Euro-Design 60 Mar-Turn/Turn Pres. 5,8 m.;;Mar-Turn/Turn;;;;5.8;;;0;;0;0;;;0;QR-564.022.102;Material importado;Aluminio;unidad;;0;;
70;564.022.061;Poste/Travesaño 78 Euro-Design 60 Bco-Bco/Turn Pres. 5,8 m.;;Bco-Bco/Turn;;;;5.8;;;0;;0;0;;;0;QR-564.022.061;Material importado;Aluminio;unidad;;0;;
71;564.022.062;Poste/Travesaño 78 Euro-Design 60 Bco-Turn/Bco Pres. 5,8 m.;;Bco-Turn/Bco;;;;5.8;;;0;;0;0;;;0;QR-564.022.062;Material importado;Aluminio;unidad;;0;;
72;564.022.063;Poste/Travesaño 78 Euro-Design 60 Bco-Sheff A./Sheff A. Pres. 5,8 m.;;;;;;5.8;;;0;;0;0;;;0;QR-564.022.063;Material importado;Aluminio;unidad;;0;;
73;564.022.059;Poste/Travesaño 78 Euro-Design 60 Bco-Bco/Sheff A. Pres. 5,8 m.;;Bco-Bco/Sheff;;;;5.8;;;0;;0;0;;;0;QR-564.022.059;Material importado;Aluminio;unidad;;0;;
74;564.022.060;Poste/Travesaño 78 Euro-Design 60 Bco-Sheff A./Bco Pres. 5,8 m.;;;;;;5.8;;;0;;0;0;;;0;QR-564.022.060;Material importado;Aluminio;unidad;;0;;
75;564.022.103;Poste/Travesaño 78 Euro-Design 60 Mar-Hab/Hab M. Pres. 5,8 m.;;Mar-Hab/Hab;;;;5.8;;;0;;0;0;;;0;QR-564.022.103;Material importado;Euro-Design 60;unidad;;0;;
76;564.022.069;Poste/Travesaño 78 Euro-Design 60 Bco-Bco/Hab Pres. 5,8 m.;;Bco-Bco/Hab;;;;5.8;;;0;;0;0;;;0;QR-564.022.069;Material importado;Euro-Design 60;unidad;;0;;
77;564.022.070;Poste/Travesaño 78 Euro-Design 60 Bco-Hab/Bco Pres. 5,8 m.;;Bco-Hab/Bco;;;;5.8;;;0;;0;0;;;0;QR-564.022.070;Material importado;Euro-Design 60;unidad;;0;;
78;564.022.064;Poste/Travesaño 78 Euro-Design 60 Mar-Tit/Tit Pres. 5,8 m.;;Mar-Tit/Tit;;;;5.8;;;0;;0;0;;;0;QR-564.022.064;Material importado;Euro-Design 60;unidad;;0;;
79;564.022.067;Poste/Travesaño 78 Euro-Design 60 Bco-Bco/Tit Pres. 5,8 m.;;Bco-Bco/Tit;;;;5.8;;;0;;0;0;;;0;QR-564.022.067;Material importado;Euro-Design 60;unidad;;0;;
80;564.022.068;Poste/Travesaño 78 Euro-Design 60 Bco-Tit/Bco Pres. 5,8 m.;;Bco-Tit/Bco;;;;5.8;;;0;;0;0;;;0;QR-564.022.068;Material importado;Euro-Design 60;unidad;;0;;
81;564.022.122;Poste/Travesaño 78 Euro-Design 60 Mar-Ant M/Ant M Pres. 5,8 m.;;;;;;5.8;;;0;;0;0;;;0;QR-564.022.122;Material importado;Aluminio;unidad;;0;;
82;564.022.117;Poste/Travesaño 78 Euro-Design 60 Bco-Bco/Ant M Pres. 5,8 m.;;Bco-Bco/Ant;;;;5.8;;;0;;0;0;;;0;QR-564.022.117;Material importado;Aluminio;unidad;;0;;
83;564.022.124;Poste/Travesaño 78Euro-Design60Bco-Ant M/BcoPres.5,8m.;;;;;;5.8;;;0;;0;0;;;0;QR-564.022.124;Material importado;Aluminio;unidad;;0;;
84;564.022.125;Poste/Travesaño 78 Euro-Design 60 Mar-Black S/Black S Pres. 5,8 m.;;;;;;5.8;;;0;;0;0;;;0;QR-564.022.125;Material importado;Aluminio;unidad;;0;;
85;564.022.126;Poste/Travesaño 78 Euro-Design 60 Bco-Bco/Black S Pres. 5,8 m.;;Bco-Bco/Black;;;;5.8;;;0;;0;0;;;0;QR-564.022.126;Material importado;Aluminio;unidad;;0;;
86;564.022.127;Poste/Travesaño 78Euro-Design60Bco-Black S/BcoPres.5,8m.;;;;;;5.8;;;0;;0;0;;;0;QR-564.022.127;Material importado;Aluminio;unidad;;0;;
87;564.022.110;Poste/Travesaño 78 Euro-Design 60 Mar-Nut/Nut Pres. 5,8 m.;;Mar-Nut/Nut;;;;5.8;;;0;;0;0;;;0;QR-564.022.110;Material importado;Aluminio;unidad;;0;;
88;564.022.111;Poste/Travesaño 78 Euro-Design 60 Bco-Bco/Nut Pres. 5,8 m.;;Bco-Bco/Nut;;;;5.8;;;0;;0;0;;;0;QR-564.022.111;Material importado;Aluminio;unidad;;0;;
89;564.022.112;Poste/Travesaño 78Euro-Design60Bco-Nut/BcoPres.5,8m.;;Bco-Nut/BcoPres;;;;5.8;;;0;;0;0;;;0;QR-564.022.112;Material importado;Aluminio;unidad;;0;;
90;564.022.113;Poste/Travesaño 78 Euro-Design 60 Mar-Qrz/Qrz Pres. 5,8 m.;;Mar-Qrz/Qrz;;;;5.8;;;0;;0;0;;;0;QR-564.022.113;Material importado;Aluminio;unidad;;0;;
91;564.022.115;Poste/Travesaño 78 Euro-Design 60 Bco-Bco/Qrz Pres. 5,8 m.;;Bco-Bco/Qrz;;;;5.8;;;0;;0;0;;;0;QR-564.022.115;Material importado;Aluminio;unidad;;0;;
92;564.022.120;Poste/Travesaño 78Euro-Design60Bco-Qrz/BcoPres.5,8m.;;Bco-Qrz/BcoPres;;;;5.8;;;0;;0;0;;;0;QR-564.022.120;Material importado;Aluminio;unidad;;0;;
93;554.012.376;Hoja Z60 Euro-Design 60 Blanco Pres. 5,8 m.;Hoja;;;;;5.8;;;0;;0;0;;;0;QR-554.012.376;Material importado;Euro-Design 60;unidad;;0;;
94;564.012.197;Hoja Z60 Euro-Design 60 Mar-Rob/Rob Pres. 5,8 m.;Hoja;Mar-Rob/Rob;;;;5.8;;;0;;0;0;;;0;QR-564.012.197;Material importado;Euro-Design 60;unidad;;0;;
95;564.012.174;Hoja Z60 Euro-Design 60 Bco-Bco/Rob Pres. 5,8 m.;Hoja;Bco-Bco/Rob;;;;5.8;;;0;;0;0;;;0;QR-564.012.174;Material importado;Euro-Design 60;unidad;;0;;
96;564.012.173;Hoja Z60 Euro-Design 60 Bco-Rob/Bco Pres. 5,8 m.;Hoja;Bco-Rob/Bco;;;;5.8;;;0;;0;0;;;0;QR-564.012.173;Material importado;Euro-Design 60;unidad;;0;;
97;564.012.177;Hoja Z60 Euro-Design 60 Mar-Ant L/Ant L Pres. 5,8 m.;Hoja;;;;;5.8;;;0;;0;0;;;0;QR-564.012.177;Material importado;Euro-Design 60;unidad;;0;;
98;564.012.180;Hoja Z60 Euro-Design 60 Bco-Bco/Ant L Pres. 5,8 m.;Hoja;Bco-Bco/Ant;;;;5.8;;;0;;0;0;;;0;QR-564.012.180;Material importado;Euro-Design 60;unidad;;0;;
99;564.012.179;Hoja Z60 Euro-Design 60 Bco-Ant L/Bco Pres. 5,8 m.;Hoja;;;;;5.8;;;0;;0;0;;;0;QR-564.012.179;Material importado;Euro-Design 60;unidad;;0;;
100;564.012.165;Hoja Z60 Euro-Design 60 Mar-B.Brow/B.Brow Pres. 5,8 m.;Hoja;;;;;5.8;;;0;;0;0;;;0;QR-564.012.165;Material importado;Euro-Design 60;unidad;;0;;
101;564.012.167;Hoja Z60 Euro-Design 60 Bco-Bco/B.Brow Pres. 5,8 m.;Hoja;Bco-Bco/B;;;;5.8;;;0;;0;0;;;0;QR-564.012.167;Material importado;Euro-Design 60;unidad;;0;;
102;564.012.166;Hoja Z60 Euro-Design 60 Bco-B.Brow/Bco Pres. 5,8 m.;Hoja;;;;;5.8;;;0;;0;0;;;0;QR-564.012.166;Material importado;Euro-Design 60;unidad;;0;;
103;564.012.168;Hoja Z60 Euro-Design 60 Mar-Nog/Nog Pres. 5,8 m.;Hoja;Mar-Nog/Nog;;;;5.8;;;0;;0;0;;;0;QR-564.012.168;Material importado;Euro-Design 60;unidad;;0;;
104;564.012.170;Hoja Z60 Euro-Design 60 Bco-Bco/Nog Pres. 5,8 m.;Hoja;Bco-Bco/Nog;;;;5.8;;;0;;0;0;;;0;QR-564.012.170;Material importado;Euro-Design 60;unidad;;0;;
105;564.012.169;Hoja Z60 Euro-Design 60 Bco-Nog/Bco Pres. 5,8 m.;Hoja;Bco-Nog/Bco;;;;5.8;;;0;;0;0;;;0;QR-564.012.169;Material importado;Euro-Design 60;unidad;;0;;
106;564.012.196;Hoja Z60 Euro-Design 60 Mar-Win/Win Pres. 5,8 m.;Hoja;Mar-Win/Win;;;;5.8;;;0;;0;0;;;0;QR-564.012.196;Material importado;Euro-Design 60;unidad;;0;;
107;564.012.164;Hoja Z60 Euro-Design 60 Bco-Bco/Win Pres. 5,8 m.;Hoja;Bco-Bco/Win;;;;5.8;;;0;;0;0;;;0;QR-564.012.164;Material importado;Euro-Design 60;unidad;;0;;
108;564.012.163;Hoja Z60 Euro-Design 60 Bco-Win/Bco Pres. 5,8 m.;Hoja;Bco-Win/Bco;;;;5.8;;;0;;0;0;;;0;QR-564.012.163;Material importado;Euro-Design 60;unidad;;0;;
109;564.012.105;Hoja Z60 Euro-Design 60 Mar-Mon/Mon Pres. 5,8 m.;Hoja;Mar-Mon/Mon;;;;5.8;;;0;;0;0;;;0;QR-564.012.105;Material importado;Euro-Design 60;unidad;;0;;
110;564.012.103;Hoja Z60 Euro-Design 60 Bco-Bco/Mon Pres. 5,8 m.;Hoja;Bco-Bco/Mon;;;;5.8;;;0;;0;0;;;0;QR-564.012.103;Material importado;Euro-Design 60;unidad;;0;;
111;564.012.104;Hoja Z60 Euro-Design 60 Bco-Mon/Bco Pres. 5,8 m.;Hoja;Bco-Mon/Bco;;;;5.8;;;0;;0;0;;;0;QR-564.012.104;Material importado;Euro-Design 60;unidad;;0;;
112;564.012.125;Hoja Z60 Euro-Design 60 Mar-Negro M./Negro M. Pres. 5,8 m.;Hoja;;;;;5.8;;;0;;0;0;;;0;QR-564.012.125;Material importado;Euro-Design 60;unidad;;0;;
113;564.012.126;Hoja Z60 Euro-Design 60 Bco-Bco/Negro M. Pres. 5,8 m.;Hoja;Bco-Bco/Negro;;;;5.8;;;0;;0;0;;;0;QR-564.012.126;Material importado;Euro-Design 60;unidad;;0;;
114;564.012.128;Hoja Z60 Euro-Design 60 Bco-Negro M./Bco Pres. 5,8 m.;Hoja;;;;;5.8;;;0;;0;0;;;0;QR-564.012.128;Material importado;Euro-Design 60;unidad;;0;;
115;564.012.138;Hoja Z60 Euro-Design 60 Mar-Turn/Turn Pres. 5,8 m.;Hoja;Mar-Turn/Turn;;;;5.8;;;0;;0;0;;;0;QR-564.012.138;Material importado;Euro-Design 60;unidad;;0;;
116;564.012.139;Hoja Z60 Euro-Design 60 Bco-Bco/Turn Pres. 5,8 m.;Hoja;Bco-Bco/Turn;;;;5.8;;;0;;0;0;;;0;QR-564.012.139;Material importado;Euro-Design 60;unidad;;0;;
117;564.012.140;Hoja Z60 Euro-Design 60 Bco-Turn/Bco Pres. 5,8 m.;Hoja;Bco-Turn/Bco;;;;5.8;;;0;;0;0;;;0;QR-564.012.140;Material importado;Euro-Design 60;unidad;;0;;
118;564.012.141;Hoja Z60 Euro-Design 60 Bco-Sheff A./Sheff A. Pres. 5,8 m.;Hoja;;;;;5.8;;;0;;0;0;;;0;QR-564.012.141;Material importado;Euro-Design 60;unidad;;0;;
119;564.012.136;Hoja Z60 Euro-Design 60 Bco-Bco/Sheff A. Pres. 5,8 m.;Hoja;Bco-Bco/Sheff;;;;5.8;;;0;;0;0;;;0;QR-564.012.136;Material importado;Euro-Design 60;unidad;;0;;
120;564.012.137;Hoja Z60 Euro-Design 60 Bco-Sheff A./Bco Pres. 5,8 m.;Hoja;;;;;5.8;;;0;;0;0;;;0;QR-564.012.137;Material importado;Euro-Design 60;unidad;;0;;
121;564.012.146;Hoja Z60 Euro-Design 60 Mar-Hab/Hab Pres. 5,8 m.;Hoja;Mar-Hab/Hab;;;;5.8;;;0;;0;0;;;0;QR-564.012.146;Material importado;Euro-Design 60;unidad;;0;;
122;564.012.152;Hoja Z60 Euro-Design 60 Bco-Bco/Hab Pres. 5,8 m.;Hoja;Bco-Bco/Hab;;;;5.8;;;0;;0;0;;;0;QR-564.012.152;Material importado;Euro-Design 60;unidad;;0;;
123;564.012.154;Hoja Z60 Euro-Design 60 Bco-Hab/Bco Pres. 5,8 m.;Hoja;Bco-Hab/Bco;;;;5.8;;;0;;0;0;;;0;QR-564.012.154;Material importado;Euro-Design 60;unidad;;0;;
