codigo;descripcion;tipo;linea;acabado;color_real;longitud;stock;pedidos
591.013.092;Marco 2 Euro-Design Slide Mar-Black S/Black S Pres. 5,8 m.;Marco;;Euro-Design Slide Mar-Black S/Black S;Euro-Design Slide Mar-Black S/Black S;5.8;0.0;0.0
591.013.093;Marco 2 Euro-DesignSlide Bco-Bco/Black S Pres. 5,8m.;Marco;;Euro-DesignSlide Bco-Bco/Black S;Blanco;5.8;0.0;0.0
591.013.094;Marco 2 Euro-DesignSlide Bco-Black S/Bco Pres. 5,8m.;Marco;;Euro-DesignSlide Bco-Black S/Bco;Blanco;5.8;0.0;0.0
591.013.083;Marco 2 Euro-Design Slide Mar-Nut/Nut Pres. 5,8 m.;Marco;;Euro-Design Slide Mar-Nut/Nut;Nutmeg;5.8;0.0;0.0
591.013.084;Marco 2 Euro-DesignSlide Bco-Bco/Nut Pres. 5,8m.;Marco;;Euro-DesignSlide Bco-Bco/Nut;Nutmeg;5.8;0.0;0.0
591.013.085;Marco 2 Euro-DesignSlide Bco-Nut/Bco Pres. 5,8m.;Marco;;Euro-DesignSlide Bco-Nut/Bco;Nutmeg;5.8;0.0;0.0
591.013.086;Marco 2 Euro-Design Slide Mar-Qrz/Qrz Pres. 5,8 m.;Marco;;Euro-Design Slide Mar-Qrz/Qrz;Euro-Design Slide Mar-Qrz/Qrz;5.8;0.0;0.0
591.013.087;Marco 2 Euro-DesignSlide Bco-Bco/Qrz Pres. 5,8m.;Marco;;Euro-DesignSlide Bco-Bco/Qrz;Blanco;5.8;0.0;0.0
591.013.088;Marco 2 Euro-DesignSlide Bco-Qrz/Bco Pres. 5,8m.;Marco;;Euro-DesignSlide Bco-Qrz/Bco;Blanco;5.8;0.0;0.0
500.025.100;Marco 3 Euro-Design Slide Blanco Pres. 5,8 m.;Marco;;Euro-Design Slide Blanco;Euro-Design Slide Blanco;5.8;0.0;0.0
510.025.031;Marco 3 Euro-Design Slide Mar-Rob/Rob Pres. 5,8 m.;Marco;;Euro-Design Slide Mar-Rob/Rob;Roble;5.8;0.0;0.0
510.025.025;Marco 3 Euro-Design Slide Bco-Bco/Rob Pres. 5,8 m.;Marco;;Euro-Design Slide Bco-Bco/Rob;Roble;5.8;0.0;0.0
510.025.026;Marco 3 Euro-Design Slide Bco-Rob/Bco Pres. 5,8 m.;Marco;;Euro-Design Slide Bco-Rob/Bco;Roble;5.8;0.0;0.0
510.025.032;Marco 3 Euro-Design Slide Mar-Nog/Nog  Pres. 5,8 m.;Marco;;Euro-Design Slide Mar-Nog/Nog;Nogal;5.8;0.0;0.0
510.025.020;Marco 3 Euro-Design Slide Bco-Bco/Nog  Pres. 5,8 m.;Marco;;Euro-Design Slide Bco-Bco/Nog;Nogal;5.8;0.0;0.0
510.025.021;Marco 3 Euro-Design Slide Bco-Nog/Bco  Pres. 5,8 m.;Marco;;Euro-Design Slide Bco-Nog/Bco;Nogal;5.8;0.0;0.0
510.025.044;Marco 3 Euro-Design Slide Mar-Ant L/Ant L  Pres. 5,8 m.;Marco;;Euro-Design Slide Mar-Ant L/Ant L;Ant L;5.8;0.0;0.0
510.025.027;Marco 3 Euro-Design Slide Bco-Bco/Ant L  Pres. 5,8 m.;Marco;;Euro-Design Slide Bco-Bco/Ant L;Ant L;5.8;0.0;0.0
510.025.029;Marco 3 Euro-Design Slide Bco-Ant L/Bco  Pres. 5,8 m.;Marco;;Euro-Design Slide Bco-Ant L/Bco;Ant L;5.8;0.0;0.0
510.025.036;Marco 3 Euro-Design Slide Mar-B.Brow/B.Brow  Pres. 5,8 m.;Marco;;Euro-Design Slide Mar-B.Brow/B.Brow;Black Brown;5.8;0.0;0.0
510.025.018;Marco 3 Euro-Design Slide Bco-Bco/B.Brow  Pres. 5,8 m.;Marco;;Euro-Design Slide Bco-Bco/B.Brow;Black Brown;5.8;0.0;0.0
510.025.019;Marco 3 Euro-Design Slide Bco-B.Brow/Bco  Pres. 5,8 m.;Marco;;Euro-Design Slide Bco-B.Brow/Bco;Black Brown;5.8;0.0;0.0
510.025.037;Marco 3 Euro-Design Slide Mar-Win/Win Pres. 5,8 m.;Marco;;Euro-Design Slide Mar-Win/Win;Winchester;5.8;0.0;0.0
510.025.016;Marco 3 Euro-Design Slide Bco-Bco/Win Pres. 5,8 m.;Marco;;Euro-Design Slide Bco-Bco/Win;Winchester;5.8;0.0;0.0
510.025.017;Marco 3 Euro-Design Slide Bco-Win/Bco Pres. 5,8 m.;Marco;;Euro-Design Slide Bco-Win/Bco;Winchester;5.8;0.0;0.0
510.025.038;Marco 3 Euro-Design Slide Mar-Mon/Mon Pres. 5,8 m.;Marco;;Euro-Design Slide Mar-Mon/Mon;Monument;5.8;0.0;0.0
510.025.003;Marco 3 Euro-Design Slide Bco-Bco/Mon Pres. 5,8 m.;Marco;;Euro-Design Slide Bco-Bco/Mon;Monument;5.8;0.0;0.0
510.025.002;Marco 3 Euro-Design Slide Bco-Mon/Bco Pres. 5,8 m.;Marco;;Euro-Design Slide Bco-Mon/Bco;Monument;5.8;0.0;0.0
510.025.039;Marco 3 Euro-Design Slide Mar-Negro M./Negro M. Pres. 5,8 m.;Marco;;Euro-Design Slide Mar-Negro M./Negro M.;Euro-Design Slide Mar-Negro M./Negro M.;5.8;0.0;0.0
510.025.004;Marco 3 Euro-Design Slide Bco-Bco/Negro M. Pres. 5,8 m.;Marco;;Euro-Design Slide Bco-Bco/Negro M.;Blanco;5.8;0.0;0.0
510.025.005;Marco 3 Euro-Design Slide Bco-Negro M./Bco Pres. 5,8 m.;Marco;;Euro-Design Slide Bco-Negro M./Bco;Blanco;5.8;0.0;0.0
510.025.040;Marco 3 EuroDesign-Slide Mar-Turn/Turn Pres. 5,8 m.;Marco;;EuroDesign-Slide Mar-Turn/Turn;Turner;5.8;0.0;0.0
510.025.009;Marco 3 EuroDesign-Slide Bco-Bco/Turn Pres. 5,8 m.;Marco;;EuroDesign-Slide Bco-Bco/Turn;Turner;5.8;0.0;0.0
510.025.010;Marco 3 EuroDesign-Slide Bco-Turn/Bco Pres. 5,8 m.;Marco;;EuroDesign-Slide Bco-Turn/Bco;Turner;5.8;0.0;0.0
510.025.041;Marco 3 EuroDesign-Slide Bco-Sheff A./Sheff A. Pres. 5,8 m.;Marco;;EuroDesign-Slide Bco-Sheff A./Sheff A.;Sheffield;5.8;0.0;0.0
510.025.007;Marco 3 EuroDesign-Slide Bco-Bco/Sheff A. Pres. 5,8 m.;Marco;;EuroDesign-Slide Bco-Bco/Sheff A.;Sheffield;5.8;0.0;0.0
510.025.008;Marco 3 EuroDesign-Slide Bco-Sheff A./Bco Pres. 5,8 m.;Marco;;EuroDesign-Slide Bco-Sheff A./Bco;Sheffield;5.8;0.0;0.0
510.025.042;Marco 3 Euro-Design Slide Mar-Hab/Hab Pres. 5,8 m.;Marco;;Euro-Design Slide Mar-Hab/Hab;Habano;5.8;0.0;0.0
510.025.015;Marco 3 Euro-Design Slide Bco-Bco/Hab Pres. 5,8 m.;Marco;;Euro-Design Slide Bco-Bco/Hab;Habano;5.8;0.0;0.0
510.025.014;Marco 3 Euro-Design Slide Bco-Hab/Bco Pres. 5,8 m.;Marco;;Euro-Design Slide Bco-Hab/Bco;Habano;5.8;0.0;0.0
510.025.043;Marco 3 Euro-Design Slide Mar-Tit/Tit Pres. 5,8 m.;Marco;;Euro-Design Slide Mar-Tit/Tit;Titanium;5.8;0.0;0.0
510.025.011;Marco 3 Euro-Design Slide Bco-Bco/Tit Pres. 5,8 m.;Marco;;Euro-Design Slide Bco-Bco/Tit;Titanium;5.8;0.0;0.0
510.025.012;Marco 3 Euro-Design Slide Bco-Tit/Bco Pres. 5,8 m.;Marco;;Euro-Design Slide Bco-Tit/Bco;Titanium;5.8;0.0;0.0
510.025.058;Marco 3 Euro-Design Slide Mar-Ant M/Ant M  Pres. 5,8 m.;Marco;;Euro-Design Slide Mar-Ant M/Ant M;Ant M;5.8;0.0;0.0
510.025.059;Marco 3 Euro-Design Slide Bco-Bco/Ant M Pres. 5,8 m.;Marco;;Euro-Design Slide Bco-Bco/Ant M;Ant M;5.8;0.0;0.0
510.025.060;Marco 3 Euro-Design Slide Bco-Ant M/Bco  Pres. 5,8 m.;Marco;;Euro-Design Slide Bco-Ant M/Bco;Ant M;5.8;0.0;0.0
510.025.061;Marco 3 Euro-Design Slide Mar-Black S/Black S  Pres. 5,8 m.;Marco;;Euro-Design Slide Mar-Black S/Black S;Euro-Design Slide Mar-Black S/Black S;5.8;0.0;0.0
510.025.062;Marco 3 Euro-Design Slide Bco-Bco/Black S Pres. 5,8 m.;Marco;;Euro-Design Slide Bco-Bco/Black S;Blanco;5.8;0.0;0.0
510.025.063;Marco 3 Euro-Design Slide Bco-Black S/Bco  Pres. 5,8 m.;Marco;;Euro-Design Slide Bco-Black S/Bco;Blanco;5.8;0.0;0.0
510.025.052;Marco 3 Euro-Design Slide Mar-Nut/Nut  Pres. 5,8 m.;Marco;;Euro-Design Slide Mar-Nut/Nut;Nutmeg;5.8;0.0;0.0
510.025.053;Marco 3 Euro-Design Slide Bco-Bco/Nut Pres. 5,8 m.;Marco;;Euro-Design Slide Bco-Bco/Nut;Nutmeg;5.8;0.0;0.0
510.025.054;Marco 3 Euro-Design Slide Bco-Nut/Bco  Pres. 5,8 m.;Marco;;Euro-Design Slide Bco-Nut/Bco;Nutmeg;5.8;0.0;0.0
510.025.055;Marco 3 Euro-Design Slide Mar-Qrz/Qrz  Pres. 5,8 m.;Marco;;Euro-Design Slide Mar-Qrz/Qrz;Euro-Design Slide Mar-Qrz/Qrz;5.8;0.0;0.0
510.025.056;Marco 3 Euro-Design Slide Bco-Bco/Qrz Pres. 5,8 m.;Marco;;Euro-Design Slide Bco-Bco/Qrz;Blanco;5.8;0.0;0.0
510.025.057;Marco 3 Euro-Design Slide Bco-Qrz/Bco  Pres. 5,8 m.;Marco;;Euro-Design Slide Bco-Qrz/Bco;Blanco;5.8;0.0;0.0
500.343.100;Marco N3 Euro-Design Slide Blanco Pres. 5,8 m.;Marco N;;Euro-Design Slide Blanco;Euro-Design Slide Blanco;5.8;0.0;0.0
510.343.187;Marco N3 Euro-Design Slide Mar-Rob/Rob Pres. 5,8 m.;Marco N;;Euro-Design Slide Mar-Rob/Rob;Roble;5.8;0.0;0.0
510.343.147;Marco N3 Euro-Design Slide Bco-Bco/Rob Pres. 5,8 m.;Marco N;;Euro-Design Slide Bco-Bco/Rob;Roble;5.8;0.0;0.0
510.343.148;Marco N3 Euro-Design Slide Bco-Rob/Bco Pres. 5,8 m.;Marco N;;Euro-Design Slide Bco-Rob/Bco;Roble;5.8;0.0;0.0
510.343.143;Marco N3 Euro-Design Slide Mar-Nog/Nog Pres. 5,8 m.;Marco N;;Euro-Design Slide Mar-Nog/Nog;Nogal;5.8;0.0;0.0
510.343.144;Marco N3 Euro-Design Slide Bco-Bco/Nog Pres. 5,8 m.;Marco N;;Euro-Design Slide Bco-Bco/Nog;Nogal;5.8;0.0;0.0
510.343.145;Marco N3 Euro-Design Slide Bco-Nog/Bco Pres. 5,8 m.;Marco N;;Euro-Design Slide Bco-Nog/Bco;Nogal;5.8;0.0;0.0
510.343.195;Marco N3 Euro-Design Slide Mar-Ant L/Ant L Pres. 5,8 m.;Marco N;;Euro-Design Slide Mar-Ant L/Ant L;Ant L;5.8;0.0;0.0
510.343.149;Marco N3 Euro-Design Slide Bco-Bco/Ant L Pres. 5,8 m.;Marco N;;Euro-Design Slide Bco-Bco/Ant L;Ant L;5.8;0.0;0.0
510.343.178;Marco N3 Euro-Design Slide Bco-Ant L/Bco Pres. 5,8 m.;Marco N;;Euro-Design Slide Bco-Ant L/Bco;Ant L;5.8;0.0;0.0
510.343.119;Marco N3 Euro-Design Slide Mar-B.Brow/B.Brow Pres. 5,8 m.;Marco N;;Euro-Design Slide Mar-B.Brow/B.Brow;Black Brown;5.8;0.0;0.0
510.343.139;Marco N3 Euro-Design Slide Bco-Bco/B.Brow Pres. 5,8 m.;Marco N;;Euro-Design Slide Bco-Bco/B.Brow;Black Brown;5.8;0.0;0.0
510.343.142;Marco N3 Euro-Design Slide Bco-B.Brow/Bco Pres. 5,8 m.;Marco N;;Euro-Design Slide Bco-B.Brow/Bco;Black Brown;5.8;0.0;0.0
510.343.188;Marco N3 Euro-Design Slide Mar-Win/Win Pres. 5,8 m.;Marco N;;Euro-Design Slide Mar-Win/Win;Winchester;5.8;0.0;0.0
510.343.117;Marco N3 Euro-Design Slide Bco-Bco/Win Pres. 5,8 m.;Marco N;;Euro-Design Slide Bco-Bco/Win;Winchester;5.8;0.0;0.0
510.343.118;Marco N3 Euro-Design Slide Bco-Win/Bco Pres. 5,8 m.;Marco N;;Euro-Design Slide Bco-Win/Bco;Winchester;5.8;0.0;0.0
510.343.088;Marco N3 Euro-Design Slide Mar-Mon/Mon Pres. 5,8 m.;Marco N;;Euro-Design Slide Mar-Mon/Mon;Monument;5.8;0.0;0.0
510.343.085;Marco N3 Euro-Design Slide Bco-Bco/Mon Pres. 5,8 m.;Marco N;;Euro-Design Slide Bco-Bco/Mon;Monument;5.8;0.0;0.0
510.343.087;Marco N3 Euro-Design Slide Bco-Mon/Bco Pres. 5,8 m.;Marco N;;Euro-Design Slide Bco-Mon/Bco;Monument;5.8;0.0;0.0
510.343.091;Marco N3 Euro-Design Slide Mar-Negro M./Negro M. Pres. 5,8 m.;Marco N;;Euro-Design Slide Mar-Negro M./Negro M.;Euro-Design Slide Mar-Negro M./Negro M.;5.8;0.0;0.0
510.343.092;Marco N3 Euro-Design Slide Bco-Bco/Negro M. Pres. 5,8 m.;Marco N;;Euro-Design Slide Bco-Bco/Negro M.;Blanco;5.8;0.0;0.0
510.343.093;Marco N3 Euro-Design Slide Bco-Negro M./Bco Pres. 5,8 m.;Marco N;;Euro-Design Slide Bco-Negro M./Bco;Blanco;5.8;0.0;0.0
510.343.104;Marco N3 Euro-Design Slide Mar-Turn/Turn Pres 5,8 m.;Marco N;;Euro-Design Slide Mar-Turn/Turn;Turner;5.8;0.0;0.0
510.343.105;Marco N3 Euro-Design Slide Bco-Bco/Turn Pres 5,8 m.;Marco N;;Euro-Design Slide Bco-Bco/Turn;Turner;5.8;0.0;0.0
510.343.106;Marco N3 Euro-Design Slide Bco-Turn/Bco Pres. 5,8 m.;Marco N;;Euro-Design Slide Bco-Turn/Bco;Turner;5.8;0.0;0.0
510.343.107;Marco N3 Euro-Design Slide Bco-Sheff A./Sheff A. Pres. 5,8 m.;Marco N;;Euro-Design Slide Bco-Sheff A./Sheff A.;Sheffield;5.8;0.0;0.0
510.343.102;Marco N3 Euro-Design Slide Bco-Bco/Sheff A. Pres 5,8 m.;Marco N;;Euro-Design Slide Bco-Bco/Sheff A.;Sheffield;5.8;0.0;0.0
510.343.103;Marco N3 Euro-Design Slide Bco-Sheff A./Bco Pres. 5,8 m.;Marco N;;Euro-Design Slide Bco-Sheff A./Bco;Sheffield;5.8;0.0;0.0
510.343.113;Marco N3 Euro-Design Slide Mar-Hab/Hab Pres. 5,8 m.;Marco N;;Euro-Design Slide Mar-Hab/Hab;Habano;5.8;0.0;0.0
510.343.115;Marco N3 Euro-Design Slide Bco-Bco/Hab Pres. 5,8 m.;Marco N;;Euro-Design Slide Bco-Bco/Hab;Habano;5.8;0.0;0.0
510.343.114;Marco N3 Euro-Design Slide Bco-Hab/Bco Pres. 5,8 m.;Marco N;;Euro-Design Slide Bco-Hab/Bco;Habano;5.8;0.0;0.0
510.343.110;Marco N3 Euro-Design Slide Mar-Tit/Tit Pres. 5,8 m.;Marco N;;Euro-Design Slide Mar-Tit/Tit;Titanium;5.8;0.0;0.0
510.343.111;Marco N3 Euro-Design Slide Bco-Bco/Tit Pres. 5,8 m.;Marco N;;Euro-Design Slide Bco-Bco/Tit;Titanium;5.8;0.0;0.0
510.343.112;Marco N3 Euro-Design Slide Bco-Tit/Bco Pres. 5,8 m.;Marco N;;Euro-Design Slide Bco-Tit/Bco;Titanium;5.8;0.0;0.0
510.343.209;Marco N3 Euro-Design Slide Mar-Ant M/Ant M Pres. 5,8m.;Marco N;;Euro-Design Slide Mar-Ant M/Ant M;Ant M;5.8;0.0;0.0
510.343.210;Marco N3 Euro-Design Slide Bco-Bco/Ant M Pres. 5,8m.;Marco N;;Euro-Design Slide Bco-Bco/Ant M;Ant M;5.8;0.0;0.0
510.343.211;Marco N3 Euro-Design Slide Bco-Ant M/Bco Pres. 5,8m.;Marco N;;Euro-Design Slide Bco-Ant M/Bco;Ant M;5.8;0.0;0.0
510.343.212;Marco N3 Euro-Design Slide Mar-Black S/Black S Pres. 5,8m.;Marco N;;Euro-Design Slide Mar-Black S/Black S;Euro-Design Slide Mar-Black S/Black S;5.8;0.0;0.0
510.343.213;Marco N3 Euro-Design Slide Bco-Bco/Black S Pres. 5,8m.;Marco N;;Euro-Design Slide Bco-Bco/Black S;Blanco;5.8;0.0;0.0
510.343.214;Marco N3 Euro-Design Slide Bco-Black S/Bco Pres. 5,8m.;Marco N;;Euro-Design Slide Bco-Black S/Bco;Blanco;5.8;0.0;0.0
510.343.202;Marco N3 Euro-Design Slide Mar-Nut/Nut Pres. 5,8m.;Marco N;;Euro-Design Slide Mar-Nut/Nut;Nutmeg;5.8;0.0;0.0
510.343.204;Marco N3 Euro-Design Slide Bco-Bco/Nut Pres. 5,8m.;Marco N;;Euro-Design Slide Bco-Bco/Nut;Nutmeg;5.8;0.0;0.0
510.343.205;Marco N3 Euro-Design Slide Bco-Nut/Bco Pres. 5,8m.;Marco N;;Euro-Design Slide Bco-Nut/Bco;Nutmeg;5.8;0.0;0.0
510.343.206;Marco N3 Euro-Design Slide Mar-Qrz/Qrz Pres. 5,8m.;Marco N;;Euro-Design Slide Mar-Qrz/Qrz;Euro-Design Slide Mar-Qrz/Qrz;5.8;0.0;0.0
510.343.207;Marco N3 Euro-Design Slide Bco-Bco/Qrz Pres. 5,8m.;Marco N;;Euro-Design Slide Bco-Bco/Qrz;Blanco;5.8;0.0;0.0
510.343.208;Marco N3 Euro-Design Slide Bco-Qrz/Bco Pres. 5,8m.;Marco N;;Euro-Design Slide Bco-Qrz/Bco;Blanco;5.8;0.0;0.0
500.353.100;Travesano N1 Euro-Design Slide Blanco Pres. 5,8 m.;Travesano N;;Euro-Design Slide Blanco;Euro-Design Slide Blanco;5.8;0.0;0.0
510.353.078;Travesano N1 Euro-Design Slide Mar-Rob/Rob Pres. 5,8 m.;Travesano N;;Euro-Design Slide Mar-Rob/Rob;Roble;5.8;0.0;0.0
510.353.070;Travesano N1 Euro-Design Slide Bco-Bco/Rob Pres. 5,8 m.;Travesano N;;Euro-Design Slide Bco-Bco/Rob;Roble;5.8;0.0;0.0
510.353.071;Travesano N1 Euro-Design Slide Bco-Rob/Bco Pres. 5,8 m.;Travesano N;;Euro-Design Slide Bco-Rob/Bco;Roble;5.8;0.0;0.0
510.353.062;Travesano N1 Euro-Design Slide Mar-Nog/Nog Pres. 5,8 m.;Travesano N;;Euro-Design Slide Mar-Nog/Nog;Nogal;5.8;0.0;0.0
510.353.063;Travesano N1 Euro-Design Slide Bco-Bco/Nog Pres. 5,8 m.;Travesano N;;Euro-Design Slide Bco-Bco/Nog;Nogal;5.8;0.0;0.0
510.353.064;Travesano N1 Euro-Design Slide Bco-Nog/Bco Pres. 5,8 m.;Travesano N;;Euro-Design Slide Bco-Nog/Bco;Nogal;5.8;0.0;0.0
510.353.075;Travesano N1 Euro-Design Slide Mar-Ant L/Ant L Pres. 5,8 m.;Travesano N;;Euro-Design Slide Mar-Ant L/Ant L;Ant L;5.8;0.0;0.0
510.353.076;Travesano N1 Euro-Design Slide Bco-Bco/Ant L Pres. 5,8 m.;Travesano N;;Euro-Design Slide Bco-Bco/Ant L;Ant L;5.8;0.0;0.0
510.353.077;Travesano N1 Euro-Design Slide Bco-Ant L/Bco Pres. 5,8 m.;Travesano N;;Euro-Design Slide Bco-Ant L/Bco;Ant L;5.8;0.0;0.0
510.353.072;Travesano N1 Euro-Design Slide Mar-B.Brow/B.Brow Pres. 5,8 m.;Travesano N;;Euro-Design Slide Mar-B.Brow/B.Brow;Black Brown;5.8;0.0;0.0
510.353.073;Travesano N1 Euro-Design Slide Bco-Bco/B.Brow Pres. 5,8 m.;Travesano N;;Euro-Design Slide Bco-Bco/B.Brow;Black Brown;5.8;0.0;0.0
510.353.074;Travesano N1 Euro-Design Slide Bco-B.Brow/Bco Pres. 5,8 m.;Travesano N;;Euro-Design Slide Bco-B.Brow/Bco;Black Brown;5.8;0.0;0.0
510.353.079;Travesano N1 Euro-Design Slide Mar-Win/Win Pres. 5,8 m.;Travesano N;;Euro-Design Slide Mar-Win/Win;Winchester;5.8;0.0;0.0
510.353.004;Travesano N1 Euro-Design Slide Bco-Bco/Win Pres. 5,8 m.;Travesano N;;Euro-Design Slide Bco-Bco/Win;Winchester;5.8;0.0;0.0
510.353.061;Travesano N1 Euro-Design Slide Bco-Win/Bco Pres. 5,8 m.;Travesano N;;Euro-Design Slide Bco-Win/Bco;Winchester;5.8;0.0;0.0
510.353.008;Travesano N1 Euro-Design Slide Mar-Mon/Mon Pres. 5,8 m.;Travesano N;;Euro-Design Slide Mar-Mon/Mon;Monument;5.8;0.0;0.0
510.353.006;Travesano N1 Euro-Design Slide Bco-Bco/Mon Pres. 5,8 m.;Travesano N;;Euro-Design Slide Bco-Bco/Mon;Monument;5.8;0.0;0.0
510.353.007;Travesano N1 Euro-Design Slide Bco-Mon/Bco Pres. 5,8 m.;Travesano N;;Euro-Design Slide Bco-Mon/Bco;Monument;5.8;0.0;0.0
510.353.010;Travesano N1 Euro-Design Slide Mar-Negro M./Negro M. Pres. 5,8 m.;Travesano N;;Euro-Design Slide Mar-Negro M./Negro M.;Euro-Design Slide Mar-Negro M./Negro M.;5.8;0.0;0.0
510.353.011;Travesano N1 Euro-Design Slide Bco-Bco/Negro M. Pres. 5,8 m.;Travesano N;;Euro-Design Slide Bco-Bco/Negro M.;Blanco;5.8;0.0;0.0
510.353.012;Travesano N1 Euro-Design Slide Bco-Negro M./Bco Pres. 5,8 m.;Travesano N;;Euro-Design Slide Bco-Negro M./Bco;Blanco;5.8;0.0;0.0
510.353.016;Travesano N1 Euro-Design Slide Mar-Turn/Turn Pres. 5,8 m.;Travesano N;;Euro-Design Slide Mar-Turn/Turn;Turner;5.8;0.0;0.0
510.353.017;Travesano N1 Euro-Design Slide Bco-Bco/Turn Pres 5,8 m.;Travesano N;;Euro-Design Slide Bco-Bco/Turn;Turner;5.8;0.0;0.0
510.353.018;Travesano N1 Euro-Design Slide Bco-Turn/Bco Pres 5,8 m.;Travesano N;;Euro-Design Slide Bco-Turn/Bco;Turner;5.8;0.0;0.0
510.353.019;Travesano N1 Euro-Design Slide Bco-Sheff A./Sheff A. Pres. 5,8 m.;Travesano N;;Euro-Design Slide Bco-Sheff A./Sheff A.;Sheffield;5.8;0.0;0.0
510.353.014;Travesano N1 Euro-Design Slide Bco-Bco/Sheff A.. Pres. 5,8 m.;Travesano N;;Euro-Design Slide Bco-Bco/Sheff A..;Sheffield;5.8;0.0;0.0
510.353.015;Travesano N1 Euro-Design Slide Bco-Sheff A./Bco Pres. 5,8 m.;Travesano N;;Euro-Design Slide Bco-Sheff A./Bco;Sheffield;5.8;0.0;0.0
510.353.044;Travesano N1 Euro-Design Slide Mar-Hab/Hab Pres. 5,8 m.;Travesano N;;Euro-Design Slide Mar-Hab/Hab;Habano;5.8;0.0;0.0
510.353.047;Travesano N1 Euro-Design Slide Bco-Bco/Hab Pres. 5,8 m.;Travesano N;;Euro-Design Slide Bco-Bco/Hab;Habano;5.8;0.0;0.0
510.353.048;Travesano N1 Euro-Design Slide Bco-Hab/Bco Pres. 5,8 m.;Travesano N;;Euro-Design Slide Bco-Hab/Bco;Habano;5.8;0.0;0.0
510.353.029;Travesano N1 Euro-Design Slide Mar-Tit/Tit Pres. 5,8 m.;Travesano N;;Euro-Design Slide Mar-Tit/Tit;Titanium;5.8;0.0;0.0
510.353.039;Travesano N1 Euro-Design Slide Bco-Bco/Tit Pres. 5,8 m.;Travesano N;;Euro-Design Slide Bco-Bco/Tit;Titanium;5.8;0.0;0.0
510.353.043;Travesano N1 Euro-Design Slide Bco-Tit/Bco Pres. 5,8 m.;Travesano N;;Euro-Design Slide Bco-Tit/Bco;Titanium;5.8;0.0;0.0
510.353.088;Travesano N1Euro-Design Slide Mar-Ant M/ Ant M Pres. 5,8m.;Travesano N;;;;5.8;0.0;0.0
510.353.089;Travesano N1 Euro-Design Slide Bco-Bco/Ant M Pres. 5,8 m.;Travesano N;;Euro-Design Slide Bco-Bco/Ant M;Ant M;5.8;0.0;0.0
510.353.090;Travesano N1 Euro-Design Slide Bco-Ant M./Bco Pres. 5,8 m.;Travesano N;;Euro-Design Slide Bco-Ant M./Bco;Ant M;5.8;0.0;0.0
510.353.091;Travesano N1 Euro-Design Slide Mar-Black S/ Black S Pres. 5,8m.;Travesano N;;Euro-Design Slide Mar-Black S/ Black S;Euro-Design Slide Mar-Black S/ Black S;5.8;0.0;0.0
510.353.093;Travesano N1 Euro-Design Slide Bco-Bco/Black S Pres. 5,8 m.;Travesano N;;Euro-Design Slide Bco-Bco/Black S;Blanco;5.8;0.0;0.0
510.353.094;Travesano N1 Euro-Design Slide Bco-Black S./Bco Pres.5,8 m.;Travesano N;;Euro-Design Slide Bco-Black S./Bco;Blanco;.5.8;0.0;0.0
510.353.081;Travesano N1 Euro-Design Slide Mar-Nut/ Nut Pres. 5,8m.;Travesano N;;Euro-Design Slide Mar-Nut/ Nut;Nutmeg;5.8;0.0;0.0
510.353.082;Travesano N1 Euro-Design Slide Bco-Bco/Nut Pres. 5,8 m.;Travesano N;;Euro-Design Slide Bco-Bco/Nut;Nutmeg;5.8;0.0;0.0
510.353.083;Travesano N1 Euro-Design Slide Bco-Nut./Bco Pres. 5,8 m.;Travesano N;;Euro-Design Slide Bco-Nut./Bco;Nutmeg;5.8;0.0;0.0
510.353.085;Travesano N1 Euro-Design Slide Mar-Qrz/ Qrz Pres. 5,8m.;Travesano N;;Euro-Design Slide Mar-Qrz/ Qrz;Euro-Design Slide Mar-Qrz/ Qrz;5.8;0.0;0.0
510.353.086;Travesano N1 Euro-Design Slide Bco-Bco/Qrz Pres. 5,8 m.;Travesano N;;Euro-Design Slide Bco-Bco/Qrz;Blanco;5.8;0.0;0.0
510.353.087;Travesano N1 Euro-Design Slide Bco-Qrz./Bco Pres.5,8 m.;Travesano N;;Euro-Design Slide Bco-Qrz./Bco;Blanco;.5.8;0.0;0.0
501.033.100;Hoja 1 Euro-Design Slide Blanco Pres 5,8 m.;Hoja;;Euro-Design Slide Blanco;Euro-Design Slide Blanco;5.8;0.0;0.0
599.385.070;Hoja 1 Euro-Design Slide Mar-Rob/Rob Pres. 5,8 m.;Hoja;;Euro-Design Slide Mar-Rob/Rob;Roble;5.8;0.0;0.0
599.385.060;Hoja 1 Euro-Design Slide Bco-Bco/Rob Pres. 5,8 m.;Hoja;;Euro-Design Slide Bco-Bco/Rob;Roble;5.8;0.0;0.0
599.385.061;Hoja 1 Euro-Design Slide Bco-Rob/Bco Pres. 5,8 m.;Hoja;;Euro-Design Slide Bco-Rob/Bco;Roble;5.8;0.0;0.0
599.385.056;Hoja 1 Euro-Design Slide Mar-Nog/Nog Pres. 5,8 m.;Hoja;;Euro-Design Slide Mar-Nog/Nog;Nogal;5.8;0.0;0.0
599.385.057;Hoja 1 Euro-Design Slide Bco-Bco/Nog Pres. 5,8 m.;Hoja;;Euro-Design Slide Bco-Bco/Nog;Nogal;5.8;0.0;0.0
