codigo_formateado;Descripcion;tipo;tipo_material;acabado;color_real;longitud;Stock;Pedidos
261709.004;Refuerzo 35x20/2 mm para marco 64 Euro-Design 60 Pres. 5,8 m.;Refuerzo;Euro-Design 60;;;2.0;0.0;0.0
282812.001;Refuerzo 16x32,5x13/1,515 mm para marco de renovacion Euro-Design 60 Pres. 6 m.;Refuerzo;Euro-Design 60;;;1.515;0.0;0.0
245526.111;Refuerzo 35x20/2,5 mm para poste/travesano Euro-Design 60 Pres. 5.8 m.;Refuerzo;Euro-Design 60;;;2.5;0.0;0.0
244516.023;Refuerzo 32,5x28/1,52 mm para hoja Z60 Euro-Design 60 Pres. 5,8 m.;Refuerzo;Euro-Design 60;;;1.52;0.0;0.0
320072.003;Refuerzo 37,2x28x15,4/1,5 mm para hoja T79 Euro-Design 60 Pres. 5,8 m.;Refuerzo;Euro-Design 60;;;1.5;0.0;0.0
350193.007;Refuerzo 35x42/2 mm para Hoja Z74 y Hoja T94 Apert. ext. Euro-Design 60 Pres. 6 m.;Refuerzo;Euro-Design 60;;;2.0;0.0;0.0
251886.111;Refuerzo 40x50/2 mm para Hoja Z98 puerta calle Euro-Design 60 Pres. 6 m.;Refuerzo;Euro-Design 60;;;2.0;0.0;0.0
245963.111;Refuerzo 40x50/2 mm troquelado para Hoja Z98 puerta calle y T118 puerta calle Apert. ext. Euro-Design 60 Pres. 2.18 m.;Refuerzo;Euro-Design 60;;;2.0;0.0;0.0
255894.002;Refuerzo 25x25/2 mm para perfil de batiente 1 Euro-Design 60 Pres. 6 m.;Refuerzo;Euro-Design 60;;;2.0;0.0;0.0
500013.100;Marco 2 Euro-Design Slide Blanco Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
591013.076;Marco 2 Euro-Design Slide Mar-Rob/Rob Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
591013.065;Marco 2 Euro-Design Slide Bco-Bco/Rob Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
591013.066;Marco 2 Euro-Design Slide Bco-Rob/Bco Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
591013.062;Marco 2 Euro-Design Slide Mar-Nog/Nog Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
591013.063;Marco 2 Euro-Design Slide Bco-Bco/Nog Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
591013.064;Marco 2 Euro-Design Slide Bco-Nog/Bco Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
591013.067;Marco 2 Euro-Design Slide Mar-Ant L/Ant L Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
591013.068;Marco 2 Euro-Design Slide Bco-Bco/Ant LPres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
591013.069;Marco 2 Euro-Design Slide Bco-Ant L/Bco Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
591013.059;Marco 2 Euro-Design Slide Mar-B.Brow/B.Brow Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
591013.060;Marco 2 Euro-Design Slide Bco-Bco/B.Brow Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
591013.061;Marco 2 Euro-Design Slide Bco-B.Brow/Bco Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
591013.075;Marco 2 Euro-Design Slide Mar-Win/Win Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
591013.057;Marco 2 Euro-Design Slide Bco-Bco/Win Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
591013.058;Marco 2 Euro-Design Slide Bco-Win/Bco Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
591013.037;Marco 2 Euro-Design Slide Mar-Mon/Mon Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
591013.034;Marco 2 Euro-Design Slide Bco-Bco/Mon Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
591013.036;Marco 2 Euro-Design Slide Bco-Mon/Bco Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
591013.039;Marco 2 Euro-Design Slide Mar-Negro M./Negro M. Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
591013.040;Marco 2 Euro-Design Slide Bco-Bco/Negro M. Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
591013.041;Marco 2 Euro-Design Slide Bco-Negro M./Bco Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
591013.077;Marco 2 Euro-Design Slide Mar-Turn/Turn Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
591013.047;Marco 2 Euro-Design Slide Bco-Bco/Turn Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
591013.048;Marco 2 Euro-Design Slide Bco-Turn/Bco Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
591013.049;Marco 2 Euro-Design Slide Bco-Sheff A./Sheff A. Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
591013.045;Marco 2 Euro-Design Slide Bco-Bco/Sheff A. Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
591013.046;Marco 2 Euro-Design Slide Bco-Sheff A./Bco Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
591013.053;Marco 2 Euro-Design Slide Mar-Hab/Hab Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
591013.055;Marco 2 Euro-Design Slide Bco-Bco/Hab Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
591013.054;Marco 2 Euro-Design Slide Bco-Hab/Bco Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
591013.050;Marco 2 Euro-Design Slide Mar-Tit/Tit Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
591013.051;Marco 2 Euro-Design Slide Bco-Bco/Tit Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
591013.052;Marco 2 Euro-Design Slide Bco-Tit/Bco Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
591013.089;Marco 2 Euro-Design Slide Mar-Ant M/Ant. M Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
591013.090;Marco 2 Euro-DesignSlide Bco-Bco/Ant M Pres. 5,8m.;Marco;;;;5.8;0.0;0.0
591013.091;Marco 2 Euro-DesignSlide Bco-Ant M/Bco Pres. 5,8m.;Marco;;;;5.8;0.0;0.0
591013.092;Marco 2 Euro-Design Slide Mar-Black S/Black S Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
591013.093;Marco 2 Euro-DesignSlide Bco-Bco/Black S Pres. 5,8m.;Marco;;;;5.8;0.0;0.0
591013.094;Marco 2 Euro-DesignSlide Bco-Black S/Bco Pres. 5,8m.;Marco;;;;5.8;0.0;0.0
591013.083;Marco 2 Euro-Design Slide Mar-Nut/Nut Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
591013.084;Marco 2 Euro-DesignSlide Bco-Bco/Nut Pres. 5,8m.;Marco;;;;5.8;0.0;0.0
591013.085;Marco 2 Euro-DesignSlide Bco-Nut/Bco Pres. 5,8m.;Marco;;;;5.8;0.0;0.0
591013.086;Marco 2 Euro-Design Slide Mar-Qrz/Qrz Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
591013.087;Marco 2 Euro-DesignSlide Bco-Bco/Qrz Pres. 5,8m.;Marco;;;;5.8;0.0;0.0
591013.088;Marco 2 Euro-DesignSlide Bco-Qrz/Bco Pres. 5,8m.;Marco;;;;5.8;0.0;0.0
500025.100;Marco 3 Euro-Design Slide Blanco Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510025.031;Marco 3 Euro-Design Slide Mar-Rob/Rob Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510025.025;Marco 3 Euro-Design Slide Bco-Bco/Rob Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510025.026;Marco 3 Euro-Design Slide Bco-Rob/Bco Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510025.032;Marco 3 Euro-Design Slide Mar-Nog/Nog  Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510025.020;Marco 3 Euro-Design Slide Bco-Bco/Nog  Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510025.021;Marco 3 Euro-Design Slide Bco-Nog/Bco  Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510025.044;Marco 3 Euro-Design Slide Mar-Ant L/Ant L  Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510025.027;Marco 3 Euro-Design Slide Bco-Bco/Ant L  Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510025.029;Marco 3 Euro-Design Slide Bco-Ant L/Bco  Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510025.036;Marco 3 Euro-Design Slide Mar-B.Brow/B.Brow  Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510025.018;Marco 3 Euro-Design Slide Bco-Bco/B.Brow  Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510025.019;Marco 3 Euro-Design Slide Bco-B.Brow/Bco  Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510025.037;Marco 3 Euro-Design Slide Mar-Win/Win Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510025.016;Marco 3 Euro-Design Slide Bco-Bco/Win Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510025.017;Marco 3 Euro-Design Slide Bco-Win/Bco Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510025.038;Marco 3 Euro-Design Slide Mar-Mon/Mon Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510025.003;Marco 3 Euro-Design Slide Bco-Bco/Mon Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510025.002;Marco 3 Euro-Design Slide Bco-Mon/Bco Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510025.039;Marco 3 Euro-Design Slide Mar-Negro M./Negro M. Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510025.004;Marco 3 Euro-Design Slide Bco-Bco/Negro M. Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510025.005;Marco 3 Euro-Design Slide Bco-Negro M./Bco Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510025.040;Marco 3 EuroDesign-Slide Mar-Turn/Turn Pres. 5,8 m.;Marco;;;;5.8;0.0;0.0
510025.009;Marco 3 EuroDesign-Slide Bco-Bco/Turn Pres. 5,8 m.;Marco;;;;5.8;0.0;0.0
510025.010;Marco 3 EuroDesign-Slide Bco-Turn/Bco Pres. 5,8 m.;Marco;;;;5.8;0.0;0.0
510025.041;Marco 3 EuroDesign-Slide Bco-Sheff A./Sheff A. Pres. 5,8 m.;Marco;;;;5.8;0.0;0.0
510025.007;Marco 3 EuroDesign-Slide Bco-Bco/Sheff A. Pres. 5,8 m.;Marco;;;;5.8;0.0;0.0
510025.008;Marco 3 EuroDesign-Slide Bco-Sheff A./Bco Pres. 5,8 m.;Marco;;;;5.8;0.0;0.0
510025.042;Marco 3 Euro-Design Slide Mar-Hab/Hab Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510025.015;Marco 3 Euro-Design Slide Bco-Bco/Hab Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510025.014;Marco 3 Euro-Design Slide Bco-Hab/Bco Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510025.043;Marco 3 Euro-Design Slide Mar-Tit/Tit Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510025.011;Marco 3 Euro-Design Slide Bco-Bco/Tit Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510025.012;Marco 3 Euro-Design Slide Bco-Tit/Bco Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510025.058;Marco 3 Euro-Design Slide Mar-Ant M/Ant M  Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510025.059;Marco 3 Euro-Design Slide Bco-Bco/Ant M Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510025.060;Marco 3 Euro-Design Slide Bco-Ant M/Bco  Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510025.061;Marco 3 Euro-Design Slide Mar-Black S/Black S  Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510025.062;Marco 3 Euro-Design Slide Bco-Bco/Black S Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510025.063;Marco 3 Euro-Design Slide Bco-Black S/Bco  Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510025.052;Marco 3 Euro-Design Slide Mar-Nut/Nut  Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510025.053;Marco 3 Euro-Design Slide Bco-Bco/Nut Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510025.054;Marco 3 Euro-Design Slide Bco-Nut/Bco  Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510025.055;Marco 3 Euro-Design Slide Mar-Qrz/Qrz  Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510025.056;Marco 3 Euro-Design Slide Bco-Bco/Qrz Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510025.057;Marco 3 Euro-Design Slide Bco-Qrz/Bco  Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
500343.100;Marco N3 Euro-Design Slide Blanco Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510343.187;Marco N3 Euro-Design Slide Mar-Rob/Rob Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510343.147;Marco N3 Euro-Design Slide Bco-Bco/Rob Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510343.148;Marco N3 Euro-Design Slide Bco-Rob/Bco Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510343.143;Marco N3 Euro-Design Slide Mar-Nog/Nog Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510343.144;Marco N3 Euro-Design Slide Bco-Bco/Nog Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510343.145;Marco N3 Euro-Design Slide Bco-Nog/Bco Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510343.195;Marco N3 Euro-Design Slide Mar-Ant L/Ant L Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510343.149;Marco N3 Euro-Design Slide Bco-Bco/Ant L Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510343.178;Marco N3 Euro-Design Slide Bco-Ant L/Bco Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510343.119;Marco N3 Euro-Design Slide Mar-B.Brow/B.Brow Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510343.139;Marco N3 Euro-Design Slide Bco-Bco/B.Brow Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510343.142;Marco N3 Euro-Design Slide Bco-B.Brow/Bco Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510343.188;Marco N3 Euro-Design Slide Mar-Win/Win Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510343.117;Marco N3 Euro-Design Slide Bco-Bco/Win Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510343.118;Marco N3 Euro-Design Slide Bco-Win/Bco Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510343.088;Marco N3 Euro-Design Slide Mar-Mon/Mon Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510343.085;Marco N3 Euro-Design Slide Bco-Bco/Mon Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510343.087;Marco N3 Euro-Design Slide Bco-Mon/Bco Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510343.091;Marco N3 Euro-Design Slide Mar-Negro M./Negro M. Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510343.092;Marco N3 Euro-Design Slide Bco-Bco/Negro M. Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510343.093;Marco N3 Euro-Design Slide Bco-Negro M./Bco Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510343.104;Marco N3 Euro-Design Slide Mar-Turn/Turn Pres 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510343.105;Marco N3 Euro-Design Slide Bco-Bco/Turn Pres 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510343.106;Marco N3 Euro-Design Slide Bco-Turn/Bco Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510343.107;Marco N3 Euro-Design Slide Bco-Sheff A./Sheff A. Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510343.102;Marco N3 Euro-Design Slide Bco-Bco/Sheff A. Pres 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510343.103;Marco N3 Euro-Design Slide Bco-Sheff A./Bco Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510343.113;Marco N3 Euro-Design Slide Mar-Hab/Hab Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510343.115;Marco N3 Euro-Design Slide Bco-Bco/Hab Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510343.114;Marco N3 Euro-Design Slide Bco-Hab/Bco Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510343.110;Marco N3 Euro-Design Slide Mar-Tit/Tit Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510343.111;Marco N3 Euro-Design Slide Bco-Bco/Tit Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510343.112;Marco N3 Euro-Design Slide Bco-Tit/Bco Pres. 5,8 m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510343.209;Marco N3 Euro-Design Slide Mar-Ant M/Ant M Pres. 5,8m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510343.210;Marco N3 Euro-Design Slide Bco-Bco/Ant M Pres. 5,8m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510343.211;Marco N3 Euro-Design Slide Bco-Ant M/Bco Pres. 5,8m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510343.212;Marco N3 Euro-Design Slide Mar-Black S/Black S Pres. 5,8m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510343.213;Marco N3 Euro-Design Slide Bco-Bco/Black S Pres. 5,8m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510343.214;Marco N3 Euro-Design Slide Bco-Black S/Bco Pres. 5,8m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510343.202;Marco N3 Euro-Design Slide Mar-Nut/Nut Pres. 5,8m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510343.204;Marco N3 Euro-Design Slide Bco-Bco/Nut Pres. 5,8m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510343.205;Marco N3 Euro-Design Slide Bco-Nut/Bco Pres. 5,8m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510343.206;Marco N3 Euro-Design Slide Mar-Qrz/Qrz Pres. 5,8m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510343.207;Marco N3 Euro-Design Slide Bco-Bco/Qrz Pres. 5,8m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
510343.208;Marco N3 Euro-Design Slide Bco-Qrz/Bco Pres. 5,8m.;Marco;Euro-Design Slide;;;5.8;0.0;0.0
500353.100;Travesano N1 Euro-Design Slide Blanco Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510353.078;Travesano N1 Euro-Design Slide Mar-Rob/Rob Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510353.070;Travesano N1 Euro-Design Slide Bco-Bco/Rob Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510353.071;Travesano N1 Euro-Design Slide Bco-Rob/Bco Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510353.062;Travesano N1 Euro-Design Slide Mar-Nog/Nog Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510353.063;Travesano N1 Euro-Design Slide Bco-Bco/Nog Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510353.064;Travesano N1 Euro-Design Slide Bco-Nog/Bco Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510353.075;Travesano N1 Euro-Design Slide Mar-Ant L/Ant L Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510353.076;Travesano N1 Euro-Design Slide Bco-Bco/Ant L Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510353.077;Travesano N1 Euro-Design Slide Bco-Ant L/Bco Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510353.072;Travesano N1 Euro-Design Slide Mar-B.Brow/B.Brow Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510353.073;Travesano N1 Euro-Design Slide Bco-Bco/B.Brow Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510353.074;Travesano N1 Euro-Design Slide Bco-B.Brow/Bco Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510353.079;Travesano N1 Euro-Design Slide Mar-Win/Win Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510353.004;Travesano N1 Euro-Design Slide Bco-Bco/Win Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510353.061;Travesano N1 Euro-Design Slide Bco-Win/Bco Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510353.008;Travesano N1 Euro-Design Slide Mar-Mon/Mon Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510353.006;Travesano N1 Euro-Design Slide Bco-Bco/Mon Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510353.007;Travesano N1 Euro-Design Slide Bco-Mon/Bco Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510353.010;Travesano N1 Euro-Design Slide Mar-Negro M./Negro M. Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510353.011;Travesano N1 Euro-Design Slide Bco-Bco/Negro M. Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510353.012;Travesano N1 Euro-Design Slide Bco-Negro M./Bco Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510353.016;Travesano N1 Euro-Design Slide Mar-Turn/Turn Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510353.017;Travesano N1 Euro-Design Slide Bco-Bco/Turn Pres 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510353.018;Travesano N1 Euro-Design Slide Bco-Turn/Bco Pres 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510353.019;Travesano N1 Euro-Design Slide Bco-Sheff A./Sheff A. Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510353.014;Travesano N1 Euro-Design Slide Bco-Bco/Sheff A.. Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510353.015;Travesano N1 Euro-Design Slide Bco-Sheff A./Bco Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510353.044;Travesano N1 Euro-Design Slide Mar-Hab/Hab Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510353.047;Travesano N1 Euro-Design Slide Bco-Bco/Hab Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510353.048;Travesano N1 Euro-Design Slide Bco-Hab/Bco Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510353.029;Travesano N1 Euro-Design Slide Mar-Tit/Tit Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510353.039;Travesano N1 Euro-Design Slide Bco-Bco/Tit Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510353.043;Travesano N1 Euro-Design Slide Bco-Tit/Bco Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510353.088;Travesano N1Euro-Design Slide Mar-Ant M/ Ant M Pres. 5,8m.;;Euro-Design Slide;;;5.8;0.0;0.0
510353.089;Travesano N1 Euro-Design Slide Bco-Bco/Ant M Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510353.090;Travesano N1 Euro-Design Slide Bco-Ant M./Bco Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510353.091;Travesano N1 Euro-Design Slide Mar-Black S/ Black S Pres. 5,8m.;;Euro-Design Slide;;;5.8;0.0;0.0
510353.093;Travesano N1 Euro-Design Slide Bco-Bco/Black S Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510353.094;Travesano N1 Euro-Design Slide Bco-Black S./Bco Pres.5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510353.081;Travesano N1 Euro-Design Slide Mar-Nut/ Nut Pres. 5,8m.;;Euro-Design Slide;;;5.8;0.0;0.0
510353.082;Travesano N1 Euro-Design Slide Bco-Bco/Nut Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510353.083;Travesano N1 Euro-Design Slide Bco-Nut./Bco Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510353.085;Travesano N1 Euro-Design Slide Mar-Qrz/ Qrz Pres. 5,8m.;;Euro-Design Slide;;;5.8;0.0;0.0
510353.086;Travesano N1 Euro-Design Slide Bco-Bco/Qrz Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510353.087;Travesano N1 Euro-Design Slide Bco-Qrz./Bco Pres.5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
501033.100;Hoja 1 Euro-Design Slide Blanco Pres 5,8 m.;Hoja;Euro-Design Slide;;;5.8;0.0;0.0
599385.070;Hoja 1 Euro-Design Slide Mar-Rob/Rob Pres. 5,8 m.;Hoja;Euro-Design Slide;;;5.8;0.0;0.0
599385.060;Hoja 1 Euro-Design Slide Bco-Bco/Rob Pres. 5,8 m.;Hoja;Euro-Design Slide;;;5.8;0.0;0.0
